condition,slurm_id,prior_range,tmax,n_summary_dims,a_var,sd_r_var,tau_prior,a_prior,A_prior,mu_c_prior,b_prior,mu_r_prior,sd_r_prior,x0_var,A_prior_shape,A_prior_rate,A_prior_mean,A_prior_sd,tau_prior_shape,tau_prior_rate,tau_prior_mean,tau_prior_sd,mu_c_prior_shape,mu_c_prior_rate,mu_c_prior_mean,mu_c_prior_sd,b_prior_shape,b_prior_rate,b_prior_mean,b_prior_sd,mu_r_prior_shape,mu_r_prior_rate,mu_r_prior_mean,mu_r_prior_sd,sd_r_prior_shape,sd_r_prior_rate,sd_r_prior_mean,sd_r_prior_sd,a_value,a_prior_shape,a_prior_rate,a_prior_shift,a_prior_mean,a_prior_sd,link_function,normal_restriction,attention_setting_key_dim,num_heads,num_inducing_points,num_seeds,num_dense_fc,dense_setting_units,dense_setting_activation,coupling_design,n_coupling_layers,n_epochs,learning_rate,max_obs,batch_size,use_layer_norm,n_iterations,alphas_in_dir_cond,category,dropout
188,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,4,2,128,relu,spline,12,200,0.0015,1000,16,FALSE,1000,no,fullycrossed2,0
189,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,4,2,64,relu,spline,12,200,0.0005,1000,16,FALSE,1000,no,fullycrossed2,0
190,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,4,2,128,relu,spline,12,200,0.0005,1000,16,FALSE,1000,no,fullycrossed2,0
191,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,8,2,64,relu,spline,12,200,0.001,1000,16,FALSE,1000,no,fullycrossed2,0
192,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,8,2,128,relu,spline,12,200,0.001,1000,16,FALSE,1000,no,fullycrossed2,0
193,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,8,2,64,relu,spline,12,200,0.0015,1000,16,FALSE,1000,no,fullycrossed2,0
194,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,8,2,128,relu,spline,12,200,0.0015,1000,16,FALSE,1000,no,fullycrossed2,0
195,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,8,2,64,relu,spline,12,200,0.0005,1000,16,FALSE,1000,no,fullycrossed2,0
196,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,8,2,128,relu,spline,12,200,0.0005,1000,16,FALSE,1000,no,fullycrossed2,0
197,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,8,2,64,relu,spline,12,200,0.001,1000,16,FALSE,1000,no,fullycrossed2,0
198,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,8,2,128,relu,spline,12,200,0.001,1000,16,FALSE,1000,no,fullycrossed2,0
199,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,8,2,64,relu,spline,12,200,0.0015,1000,16,FALSE,1000,no,fullycrossed2,0
200,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,8,2,128,relu,spline,12,200,0.0015,1000,16,FALSE,1000,no,fullycrossed2,0
201,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,8,2,64,relu,spline,12,200,0.0005,1000,16,FALSE,1000,no,fullycrossed2,0
202,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,8,2,128,relu,spline,12,200,0.0005,1000,16,FALSE,1000,no,fullycrossed2,0
203,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,64,4,32,4,2,64,relu,spline,12,200,0.001,1000,16,FALSE,1000,no,fullycrossed2,0
204,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,64,4,32,4,2,128,relu,spline,12,200,0.001,1000,16,FALSE,1000,no,fullycrossed2,0
205,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,64,4,32,4,2,64,relu,spline,12,200,0.0015,1000,16,FALSE,1000,no,fullycrossed2,0
206,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,64,4,32,4,2,128,relu,spline,12,200,0.0015,1000,16,FALSE,1000,no,fullycrossed2,0
207,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,64,4,32,4,2,64,relu,spline,12,200,0.0005,1000,16,FALSE,1000,no,fullycrossed2,0
208,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,64,4,32,4,2,128,relu,spline,12,200,0.0005,1000,16,FALSE,1000,no,fullycrossed2,0
209,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,64,4,32,4,2,64,relu,spline,12,200,0.001,1000,16,FALSE,1000,no,fullycrossed2,0
210,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,64,4,32,4,2,128,relu,spline,12,200,0.001,1000,16,FALSE,1000,no,fullycrossed2,0
211,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,64,4,32,4,2,64,relu,spline,12,200,0.0015,1000,16,FALSE,1000,no,fullycrossed2,0
212,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,64,4,32,4,2,128,relu,spline,12,200,0.0015,1000,16,FALSE,1000,no,fullycrossed2,0
213,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,64,4,32,4,2,64,relu,spline,12,200,0.0005,1000,16,FALSE,1000,no,fullycrossed2,0
214,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,64,4,32,4,2,128,relu,spline,12,200,0.0005,1000,16,FALSE,1000,no,fullycrossed2,0
215,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,64,4,32,8,2,64,relu,spline,12,200,0.001,1000,16,FALSE,1000,no,fullycrossed2,0
216,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,64,4,32,8,2,128,relu,spline,12,200,0.001,1000,16,FALSE,1000,no,fullycrossed2,0
217,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,64,4,32,8,2,64,relu,spline,12,200,0.0015,1000,16,FALSE,1000,no,fullycrossed2,0
218,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,64,4,32,8,2,128,relu,spline,12,200,0.0015,1000,16,FALSE,1000,no,fullycrossed2,0
219,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,64,4,32,8,2,64,relu,spline,12,200,0.0005,1000,16,FALSE,1000,no,fullycrossed2,0
220,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,64,4,32,8,2,128,relu,spline,12,200,0.0005,1000,16,FALSE,1000,no,fullycrossed2,0
221,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,64,4,32,8,2,64,relu,spline,12,200,0.001,1000,16,FALSE,1000,no,fullycrossed2,0
222,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,64,4,32,8,2,128,relu,spline,12,200,0.001,1000,16,FALSE,1000,no,fullycrossed2,0
223,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,64,4,32,8,2,64,relu,spline,12,200,0.0015,1000,16,FALSE,1000,no,fullycrossed2,0
224,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,64,4,32,8,2,128,relu,spline,12,200,0.0015,1000,16,FALSE,1000,no,fullycrossed2,0
225,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,64,4,32,8,2,64,relu,spline,12,200,0.0005,1000,16,FALSE,1000,no,fullycrossed2,0
226,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,64,4,32,8,2,128,relu,spline,12,200,0.0005,1000,16,FALSE,1000,no,fullycrossed2,0
227,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,4,2,64,relu,spline,12,50,0.001,1000,16,FALSE,1000,no,fullycrossed2less_epochs,0
228,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,4,2,128,relu,spline,12,50,0.001,1000,16,FALSE,1000,no,fullycrossed2less_epochs,0
229,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,4,2,64,relu,spline,12,50,0.0015,1000,16,FALSE,1000,no,fullycrossed2less_epochs,0
230,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,4,2,128,relu,spline,12,50,0.0015,1000,16,FALSE,1000,no,fullycrossed2less_epochs,0
231,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,4,2,64,relu,spline,12,50,0.0005,1000,16,FALSE,1000,no,fullycrossed2less_epochs,0
232,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,4,2,128,relu,spline,12,50,0.0005,1000,16,FALSE,1000,no,fullycrossed2less_epochs,0
233,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,4,2,64,relu,spline,12,50,0.001,1000,16,FALSE,1000,no,fullycrossed2less_epochs,0
234,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,4,2,128,relu,spline,12,50,0.001,1000,16,FALSE,1000,no,fullycrossed2less_epochs,0
235,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,4,2,64,relu,spline,12,50,0.0015,1000,16,FALSE,1000,no,fullycrossed2less_epochs,0
236,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,4,2,128,relu,spline,12,50,0.0015,1000,16,FALSE,1000,no,fullycrossed2less_epochs,0
237,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,4,2,64,relu,spline,12,50,0.0005,1000,16,FALSE,1000,no,fullycrossed2less_epochs,0
238,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,4,2,128,relu,spline,12,50,0.0005,1000,16,FALSE,1000,no,fullycrossed2less_epochs,0
239,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,4,2,64,relu,spline,12,100,0.0001,1000,16,FALSE,1000,no,fullycrossed2,0
240,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,4,2,128,relu,spline,12,100,0.0001,1000,16,FALSE,1000,no,fullycrossed2,0
241,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,4,2,64,relu,spline,12,100,0.00025,1000,16,FALSE,1000,no,fullycrossed2,0
242,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,4,2,128,relu,spline,12,100,0.00025,1000,16,FALSE,1000,no,fullycrossed2,0
243,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,4,2,64,relu,spline,12,100,0.0001,1000,16,FALSE,1000,no,fullycrossed2,0
244,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,4,2,128,relu,spline,12,100,0.0001,1000,16,FALSE,1000,no,fullycrossed2,0
245,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,4,2,64,relu,spline,12,100,0.00025,1000,16,FALSE,1000,no,fullycrossed2,0
246,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,4,2,128,relu,spline,12,100,0.00025,1000,16,FALSE,1000,no,fullycrossed2,0
247,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,8,2,64,relu,spline,12,100,0.0001,1000,16,FALSE,1000,no,fullycrossed2,0
248,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,8,2,128,relu,spline,12,100,0.0001,1000,16,FALSE,1000,no,fullycrossed2,0
249,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,8,2,64,relu,spline,12,100,0.00025,1000,16,FALSE,1000,no,fullycrossed2,0
250,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,8,2,128,relu,spline,12,100,0.00025,1000,16,FALSE,1000,no,fullycrossed2,0
251,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,8,2,64,relu,spline,12,100,0.0001,1000,16,FALSE,1000,no,fullycrossed2,0
252,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,8,2,128,relu,spline,12,100,0.0001,1000,16,FALSE,1000,no,fullycrossed2,0
253,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,8,2,64,relu,spline,12,100,0.00025,1000,16,FALSE,1000,no,fullycrossed2,0
254,NA,mixed1,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,34,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,32,4,32,8,2,128,relu,spline,12,100,0.00025,1000,16,FALSE,1000,no,fullycrossed2,0
255,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,64,4,32,4,2,64,relu,spline,12,100,0.0001,1000,16,FALSE,1000,no,fullycrossed2,0
256,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,64,4,32,4,2,128,relu,spline,12,100,0.0001,1000,16,FALSE,1000,no,fullycrossed2,0
257,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,64,4,32,4,2,64,relu,spline,12,100,0.00025,1000,16,FALSE,1000,no,fullycrossed2,0
258,NA,default,1200,32,fixed,fixed,normal,fixed,normal,normal,normal,normal,normal,fixed,NA,NA,40,12,NA,NA,80,20,NA,NA,0.5,0.15,NA,NA,80,15,NA,NA,300,32,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,positive_only,64,4,32,4,2,128,relu,spline,12,100,0.00025,1000,16,FALSE,1000,no,fullycrossed2,0
