participant,rt,accuracy,congruency_num,spacing_num
1430,0.353,1,0,0
1430,0.591,1,1,0
1430,0.507,1,0,0
1430,0.383,1,0,0
1430,0.4,1,0,0
1430,0.433,1,1,0
1430,0.48,1,1,0
1430,0.424,1,0,0
1430,0.371,1,1,0
1430,0.391,0,1,0
1430,0.432,1,1,0
1430,0.416,1,0,0
1430,0.34,1,0,0
1430,0.469,1,1,0
1430,0.467,1,0,0
1430,0.388,1,1,0
1430,0.402,1,0,0
1430,0.463,1,0,0
1430,0.633,1,1,0
1430,0.505,1,1,0
1430,0.506,1,0,0
1430,0.501,1,0,0
1430,0.453,1,1,0
1430,0.366,1,1,0
1430,0.455,1,1,0
1430,0.388,1,0,0
1430,0.354,1,1,0
1430,0.472,1,1,0
1430,0.454,1,0,0
1430,0.577,1,1,0
1430,0.383,1,1,0
1430,0.451,1,1,0
1430,0.39,1,0,0
1430,0.499,1,0,0
1430,0.401,1,0,0
1430,0.542,1,1,0
1430,0.367,1,0,0
1430,0.366,1,0,0
1430,0.487,1,1,0
1430,0.486,1,1,0
1430,0.402,1,0,0
1430,0.378,1,1,0
1430,0.435,1,0,0
1430,0.381,1,0,0
1430,0.384,0,0,0
1430,0.368,1,0,0
1430,0.371,1,0,0
1430,0.454,1,0,0
1430,0.383,1,1,0
1430,0.346,1,1,0
1430,0.37,1,1,0
1430,0.391,0,1,0
1430,0.399,1,0,0
1430,0.356,1,0,0
1430,0.419,1,0,0
1430,0.383,1,0,0
1430,0.603,1,0,0
1430,0.547,1,1,0
1430,0.554,1,1,0
1430,0.382,1,1,0
1430,0.42,1,0,0
1430,0.385,1,1,0
1430,0.647,1,1,0
1430,0.378,0,0,0
1430,0.541,1,0,0
1430,0.299,0,1,0
1430,0.353,1,1,0
1430,0.308,1,0,0
1430,0.369,1,0,0
1430,0.418,1,0,0
1430,0.512,1,1,0
1430,0.402,1,0,0
1430,0.352,1,1,0
1430,0.399,1,1,0
1430,0.397,1,1,0
1430,0.337,1,1,0
1430,0.441,1,1,0
1430,0.334,1,0,0
1430,0.346,1,0,0
1430,0.387,0,0,0
1430,0.403,1,1,0
1430,0.37,1,1,0
1430,0.351,1,1,0
1430,0.361,1,0,0
1430,0.423,1,1,0
1430,0.404,1,0,0
1430,0.354,1,1,0
1430,0.369,1,0,0
1430,0.347,1,0,0
1430,0.416,1,1,0
1430,0.391,1,1,0
1430,0.348,1,0,0
1430,0.401,1,1,0
1430,0.331,1,0,0
1430,0.37,1,1,0
1430,0.299,0,0,0
1430,0.489,1,1,0
1430,0.363,1,0,0
1430,0.397,1,1,0
1430,0.399,1,0,0
1430,0.418,1,0,0
1430,0.383,1,1,0
1430,0.487,1,1,0
1507,0.5072,1,0,0
1507,0.4634,1,0,0
1507,0.5223,1,1,0
1507,0.4239,1,0,0
1507,0.4104,1,1,0
1507,0.3937,1,1,0
1507,0.411,1,0,0
1507,0.4043,1,0,0
1507,0.5719,1,0,0
1507,0.524,1,0,0
1507,0.4755,1,1,0
1507,0.7166,1,1,0
1507,0.4096,1,1,0
1507,0.517,1,1,0
1507,0.4142,1,1,0
1507,0.3858,1,0,0
1507,0.4043,1,0,0
1507,0.773,1,0,0
1507,0.5281,1,0,0
1507,0.439,1,1,0
1507,0.4444,1,0,0
1507,0.437,1,0,0
1507,0.4446,1,0,0
1507,0.5359,1,1,0
1507,0.73740000000000006,1,0,0
1507,0.4434,1,0,0
1507,0.4337,1,0,0
1507,0.4244,1,1,0
1507,0.4606,1,1,0
1507,0.5185,1,1,0
1507,0.4915,1,1,0
1507,0.4301,1,0,0
1507,0.4039,1,1,0
1507,0.4533,1,1,0
1507,0.586,1,1,0
1507,0.4098,1,0,0
1507,0.4476,0,1,0
1507,0.5465,1,1,0
1507,0.4556,1,1,0
1507,0.4481,1,0,0
1507,0.431,1,1,0
1507,0.4212,1,1,0
1507,0.4122,1,0,0
1507,0.4187,1,0,0
1507,0.5106,1,0,0
1507,0.7018,1,1,0
1507,0.4243,1,0,0
1507,0.451,1,0,0
1507,0.5016,1,0,0
1507,0.4784,1,1,0
1507,0.634,1,1,0
1507,0.6549,1,0,0
1507,0.5642,1,1,0
1507,0.4621,1,1,0
1507,0.4186,1,1,0
1507,0.4628,1,1,0
1507,0.4594,1,0,0
1507,0.4277,1,0,0
1507,0.7239,1,1,0
1507,0.446,1,1,0
1507,0.7169,1,1,0
1507,0.4609,1,1,0
1507,0.469,1,0,0
1507,0.5248,1,1,0
1507,0.7428,1,1,0
1507,0.4723,1,0,0
1507,0.3932,1,0,0
1507,0.4505,1,0,0
1507,0.4604,1,1,0
1507,0.4719,1,0,0
1507,0.5017,1,0,0
1507,0.5495,1,0,0
1507,0.3386,1,0,0
1507,0.4472,1,1,0
1507,0.6022,1,1,0
1507,0.4897,1,1,0
1507,0.5233,1,1,0
1507,0.6662,1,0,0
1507,0.3829,1,1,0
1507,0.4318,1,0,0
1507,0.5189,1,0,0
1507,0.4231,1,1,0
1507,0.4483,1,0,0
1507,0.525,1,1,0
1507,0.4222,1,0,0
1507,0.3546,1,1,0
1507,0.5109,1,1,0
1507,0.4263,1,1,0
1507,0.4033,1,0,0
1507,0.4812,1,0,0
1507,0.3705,1,0,0
1507,0.5569,1,0,0
1507,0.3992,1,1,0
1507,0.533,1,1,0
1507,0.5168,1,1,0
1507,0.4512,1,1,0
1507,0.6952,1,1,0
1507,0.4784,1,1,0
1507,0.4323,1,0,0
1507,0.7215,1,0,0
1507,0.4271,1,1,0
1507,0.4207,1,1,0
1507,0.4341,1,0,0
1507,0.431,1,1,0
1507,0.3898,0,0,0
1507,0.392,1,0,0
1507,0.412,0,0,0
1507,0.6964,1,0,0
1507,0.4651,1,1,0
1507,0.3729,1,0,0
1507,0.3746,1,1,0
1507,0.4861,1,0,0
1507,0.4647,1,1,0
1507,0.4342,1,0,0
1507,0.3861,0,0,0
1507,0.4793,1,1,0
1507,0.4572,1,0,0
1507,0.5155,1,1,0
1507,0.4207,0,1,0
1507,0.5597,1,0,0
1507,0.413,1,0,0
1507,0.345,1,1,0
1507,0.3866,1,1,0
1507,0.3633,1,0,0
1507,0.4423,1,0,0
1507,0.4563,1,1,0
1507,0.3645,1,0,0
1507,0.5319,1,1,0
1507,0.4218,1,1,0
1507,0.3596,1,0,0
1507,0.4342,1,0,0
1507,0.4991,1,1,0
1507,0.3924,1,1,0
1507,0.493,1,0,0
1507,0.5973,1,1,0
1507,0.6306,1,1,0
1507,0.3853,1,0,0
1507,0.4431,1,0,0
1507,0.4965,1,1,0
1507,0.4308,1,0,0
1507,0.3967,1,0,0
1507,0.3435,1,1,0
1507,0.4072,1,0,0
1507,0.4484,1,0,0
1507,0.4096,1,0,0
1507,0.5161,1,0,0
1507,0.4085,0,0,0
1507,0.4048,1,1,0
1507,0.4543,1,0,0
1507,0.4647,1,0,0
1507,0.4068,1,0,0
1507,0.5398,1,1,0
1507,0.5714,1,1,0
1507,0.4277,1,1,0
1507,0.4301,1,0,0
1507,0.588,1,1,0
1507,0.4853,1,1,0
1507,0.4133,1,1,0
1507,0.4904,1,0,0
1507,0.429,1,1,0
1507,0.4195,1,0,0
1507,0.5802,1,1,0
1507,0.3804,1,0,0
1507,0.4405,1,0,0
1507,0.3886,1,1,0
1507,0.373,1,1,0
1507,0.4041,1,1,0
1507,0.4439,1,0,0
1507,0.3791,1,0,0
1507,0.4473,1,0,0
1507,0.3746,0,1,0
1507,0.3377,1,1,0
1507,0.3281,1,1,0
1507,0.3271,1,1,0
1507,0.7435,1,1,0
1507,0.5813,1,1,0
1507,0.4168,1,0,0
1507,0.3991,1,0,0
1507,0.4064,1,1,0
1507,0.4479,1,1,0
1507,0.4005,1,0,0
1507,0.3528,1,0,0
1507,0.3307,1,1,0
1507,0.3487,1,0,0
1507,0.4292,1,1,0
1507,0.4233,0,1,0
1507,0.4778,1,1,0
1507,0.544,1,0,0
1507,0.4819,1,1,0
1507,0.4666,1,1,0
1507,0.3519,1,1,0
1507,0.3904,1,1,0
1507,0.4158,1,0,0
1507,0.4188,1,1,0
1507,0.5098,1,1,0
1507,0.493,1,0,0
1507,0.4289,1,0,0
1507,0.3958,1,1,0
1507,0.4113,1,0,0
1507,0.4034,1,1,0
1507,0.4351,1,0,0
1507,0.3777,0,1,0
1507,0.4521,1,0,0
1507,0.3048,1,0,0
1507,0.4605,1,1,0
1507,0.4105,1,1,0
1507,0.436,1,0,0
1507,0.3503,1,0,0
1507,0.3638,1,0,0
1507,0.5919,1,1,0
1507,0.414,1,0,0
1507,0.3799,1,1,0
1507,0.3605,1,0,0
1507,0.4013,1,1,0
1507,0.3971,1,0,0
1507,0.3737,1,0,0
1507,0.4101,1,0,0
1507,0.3009,1,0,0
1507,0.7095,1,1,0
1507,0.3988,1,0,0
1507,0.4006,1,1,0
1507,0.3532,1,1,0
1507,0.2845,1,1,0
1507,0.4574,1,1,0
1507,0.4819,1,0,0
1507,0.3274,1,0,0
1507,0.423,1,1,0
1507,0.4361,1,1,0
1507,0.4093,0,0,0
1507,0.4644,1,0,0
1507,0.4046,1,0,0
1507,0.3348,1,0,0
1507,0.4599,1,0,0
1507,0.5627,1,0,0
1507,0.3978,1,0,0
1507,0.6119,0,1,0
1507,0.5224,1,1,0
1507,0.5491,1,1,0
1507,0.709,1,0,0
1507,0.4603,1,0,0
1507,0.5075,1,1,0
1507,0.4037,1,0,0
1507,0.4558,1,1,0
1507,0.4211,1,1,0
1507,0.4374,1,1,0
1507,0.4973,1,1,0
1507,0.6723,1,0,0
1507,0.402,1,0,0
1507,0.4422,1,1,0
1507,0.4192,1,1,0
1507,0.4343,1,0,0
1507,0.4023,1,0,0
1507,0.3713,1,1,0
1507,0.4713,1,0,0
1507,0.495,1,1,0
1507,0.3729,1,1,0
1507,0.3608,1,0,0
1507,0.4807,1,1,0
1507,0.4688,1,0,0
1507,0.417,1,1,0
1507,0.3808,1,0,0
1507,0.3777,1,0,0
1507,0.476,1,0,0
1507,0.3454,1,1,0
1507,0.5133,1,0,0
1507,0.4098,1,1,0
1507,0.5723,1,0,0
1507,0.4522,1,0,0
1507,0.3704,1,0,0
1507,0.3798,1,0,0
1507,0.4323,1,0,0
1507,0.5158,1,0,0
1507,0.3219,1,0,0
1507,0.3624,1,0,0
1507,0.3735,1,0,0
1507,0.365,1,1,0
1507,0.4391,1,1,0
1507,0.4314,1,0,0
1507,0.4182,1,0,0
1507,0.5095,1,0,0
1507,0.4511,1,0,0
1507,0.4406,1,1,0
1507,0.3534,1,1,0
1507,0.4557,1,1,0
1507,0.442,1,0,0
1507,0.3897,1,0,0
1507,0.3912,1,1,0
1507,0.3335,1,0,0
1507,0.4541,1,1,0
1507,0.5242,1,1,0
1507,0.4073,1,1,0
1507,0.3842,1,1,0
1507,0.4108,1,0,0
1507,0.335,1,1,0
1507,0.3573,1,1,0
1507,0.4168,1,1,0
1507,0.7148,1,1,0
1507,0.3534,0,1,0
1507,0.4733,1,1,0
1507,0.5167,1,0,0
1507,0.3898,1,1,0
1507,0.4133,1,1,0
1507,0.3825,1,0,0
1507,0.403,0,1,0
1507,0.5204,1,1,0
1507,0.409,1,1,0
1507,0.3823,1,1,0
1507,0.293,1,1,0
1507,0.4401,1,1,0
1507,0.4708,1,0,0
1507,0.3763,1,0,0
1507,0.3836,1,0,0
1507,0.4412,1,1,0
1507,0.459,1,0,0
1507,0.3837,1,1,0
1507,0.4415,1,1,0
1507,0.746,1,0,0
1507,0.3522,1,1,0
1507,0.3489,1,1,0
1507,0.4102,1,1,0
1507,0.5572,1,0,0
1507,0.3604,1,0,0
1507,0.546,1,0,0
1507,0.3601,1,1,0
1507,0.4162,1,0,0
1507,0.3742,1,1,0
1507,0.3894,1,1,0
1507,0.4143,1,1,0
1507,0.4224,1,0,0
1507,0.3449,1,0,0
1507,0.3921,1,0,0
1507,0.3668,1,0,0
1507,0.4211,1,0,0
