,participant,rt,accuracy,congruency_num,spacing_num
334,1108,0.3695,1,0,0
335,1108,0.4153,1,1,0
336,1108,0.3419,1,0,0
337,1108,0.3385,1,0,0
338,1108,0.3429,1,1,0
339,1108,0.4191,1,0,0
340,1108,0.4445,1,0,0
341,1108,0.4578,1,0,0
342,1108,0.629,1,1,0
343,1108,0.6322,1,0,0
344,1108,0.4028,1,1,0
345,1108,0.4404,1,0,0
346,1108,0.4335,1,1,0
347,1430,0.484,1,0,0
348,1430,0.451,1,1,0
349,1430,0.386,1,0,0
350,1430,0.586,1,0,0
351,1430,0.419,1,0,0
352,1430,0.427,1,1,0
353,1430,0.384,0,1,0
354,1430,0.403,1,0,0
355,1430,0.367,1,1,0
356,1430,0.422,1,0,0
357,1430,0.378,1,0,0
358,1430,0.386,1,0,0
359,1430,0.521,1,0,0
360,1430,0.398,1,1,0
361,1430,0.451,1,1,0
362,1430,0.333,1,0,0
363,1430,0.423,1,0,0
364,1430,0.516,1,1,0
365,1430,0.438,1,1,0
366,1430,0.473,1,1,0
367,1430,0.761,1,1,0
368,1430,0.452,1,1,0
369,1430,0.526,1,0,0
370,1430,0.459,1,1,0
371,1430,0.479,1,1,0
372,1430,0.607,1,1,0
373,1430,0.535,1,1,0
374,1430,0.454,1,0,0
375,1430,0.404,1,0,0
376,1430,0.529,1,1,0
377,1430,0.617,1,0,0
378,1430,0.382,1,0,0
379,1430,0.353,1,0,0
380,1430,0.435,1,1,0
381,1430,0.392,0,1,0
382,1430,0.378,1,1,0
383,1430,0.427,1,1,0
384,1430,0.44,1,0,0
385,1430,0.358,1,0,0
386,1430,0.419,1,0,0
387,1430,0.772,1,1,0
388,1430,0.369,1,0,0
389,1430,0.353,1,0,0
390,1430,0.42,1,1,0
391,1430,0.538,1,0,0
392,1430,0.415,1,1,0
393,1430,0.654,1,0,0
394,1430,0.682,1,0,0
395,1430,0.365,1,0,0
396,1430,0.516,1,0,0
397,1430,0.368,1,0,0
398,1430,0.389,1,1,0
399,1430,0.371,1,1,0
400,1430,0.424,0,0,0
401,1430,0.433,0,0,0
402,1430,0.801,1,0,0
403,1430,0.569,1,1,0
404,1430,0.589,1,0,0
405,1430,0.422,1,1,0
406,1430,0.471,1,0,0
407,1430,0.389,1,1,0
408,1430,0.517,1,1,0
409,1430,0.606,1,1,0
410,1430,0.35,1,0,0
411,1430,0.354,1,0,0
412,1430,0.491,1,0,0
413,1430,0.605,1,1,0
414,1430,0.452,1,0,0
415,1430,0.457,1,1,0
416,1430,0.384,1,0,0
417,1430,0.369,1,1,0
418,1430,0.704,1,1,0
419,1430,0.403,1,1,0
420,1430,0.475,1,1,0
421,1430,0.452,1,0,0
422,1430,0.401,1,1,0
423,1430,0.302,1,0,0
424,1430,0.38,1,0,0
425,1430,0.576,1,1,0
426,1430,0.475,1,1,0
427,1430,0.461,1,1,0
428,1430,0.384,1,0,0
429,1430,0.522,1,0,0
430,1430,0.383,1,1,0
431,1430,0.572,1,1,0
432,1430,0.417,1,1,0
433,1430,0.486,1,0,0
434,1430,0.55,1,1,0
435,1430,0.352,1,0,0
436,1430,0.685,1,0,0
437,1430,0.475,1,1,0
438,1430,0.414,1,1,0
439,1430,0.418,1,0,0
440,1430,0.321,0,0,0
441,1430,0.453,1,1,0
442,1430,0.483,1,0,0
443,1430,0.502,1,1,0
444,1430,0.511,1,0,0
445,1430,0.262,1,1,0
446,1430,0.284,0,0,0
447,1430,0.589,1,1,0
448,1430,0.419,1,1,0
449,1430,0.479,1,0,0
450,1430,0.434,1,1,0
451,1430,0.484,1,1,0
452,1430,0.479,1,1,0
453,1430,0.351,1,0,0
454,1430,0.432,1,1,0
455,1430,0.385,1,0,0
456,1430,0.284,1,1,0
457,1430,0.399,1,0,0
458,1430,0.417,1,0,0
459,1430,0.422,0,1,0
460,1430,0.434,1,0,0
461,1430,0.436,1,1,0
462,1430,0.439,1,1,0
463,1430,0.396,1,1,0
464,1430,0.366,1,0,0
465,1430,0.319,1,0,0
466,1430,0.303,0,1,0
467,1430,0.734,1,1,0
468,1430,0.519,1,1,0
469,1430,0.42,1,0,0
470,1430,0.433,1,0,0
471,1430,0.381,1,0,0
472,1430,0.431,1,0,0
473,1430,0.424,1,1,0
474,1430,0.369,1,1,0
475,1430,0.439,1,0,0
476,1430,0.386,1,1,0
477,1430,0.445,1,1,0
478,1430,0.367,1,0,0
479,1430,0.373,0,1,0
480,1430,0.518,1,0,0
481,1430,0.486,1,1,0
482,1430,0.38,1,1,0
483,1430,0.47,1,0,0
484,1430,0.41,1,1,0
485,1430,0.42,1,1,0
486,1430,0.368,0,1,0
487,1430,0.379,1,0,0
488,1430,0.466,1,1,0
489,1430,0.507,1,0,0
490,1430,0.457,1,1,0
491,1430,0.426,1,1,0
492,1430,0.383,1,0,0
493,1430,0.518,0,0,0
494,1430,0.35,1,1,0
495,1430,0.506,1,0,0
496,1430,0.401,1,1,0
497,1430,0.397,1,1,0
498,1430,0.524,1,1,0
499,1430,0.649,1,0,0
500,1430,0.402,1,0,0
501,1430,0.453,1,1,0
502,1430,0.443,1,0,0
503,1430,0.386,1,0,0
504,1430,0.436,1,1,0
505,1430,0.577,1,1,0
506,1430,0.368,1,0,0
507,1430,0.442,1,0,0
508,1430,0.503,1,1,0
509,1430,0.393,1,0,0
510,1430,0.5,1,0,0
511,1430,0.403,1,0,0
512,1430,0.397,1,0,0
513,1430,0.329,1,0,0
514,1430,0.358,1,0,0
515,1430,0.307,1,1,0
516,1430,0.339,1,0,0
517,1430,0.357,1,1,0
518,1430,0.311,0,1,0
519,1430,0.425,1,0,0
520,1430,0.483,0,1,0
521,1430,0.397,0,1,0
522,1430,0.389,1,1,0
523,1430,0.466,1,1,0
524,1430,0.39,1,0,0
525,1430,0.469,1,0,0
526,1430,0.483,1,1,0
527,1430,0.406,1,1,0
528,1430,0.681,1,1,0
529,1430,0.405,1,0,0
530,1430,0.436,1,1,0
531,1430,0.475,1,0,0
532,1430,0.336,1,1,0
533,1430,0.465,1,1,0
534,1430,0.401,1,0,0
535,1430,0.42,1,0,0
536,1430,0.372,1,0,0
537,1430,0.504,1,1,0
538,1430,0.58,1,0,0
539,1430,0.457,1,0,0
540,1430,0.556,1,1,0
541,1430,0.304,0,0,0
542,1430,0.557,1,0,0
543,1430,0.768,1,1,0
544,1430,0.386,1,0,0
545,1430,0.388,1,0,0
546,1430,0.387,1,0,0
547,1430,0.407,1,0,0
548,1430,0.388,1,1,0
549,1430,0.368,1,1,0
550,1430,0.284,1,0,0
551,1430,0.533,1,1,0
552,1430,0.371,1,0,0
553,1430,0.495,1,0,0
554,1430,0.423,1,1,0
555,1430,0.393,1,1,0
556,1430,0.467,1,0,0
557,1430,0.397,1,0,0
558,1430,0.414,1,1,0
559,1430,0.416,1,0,0
560,1430,0.418,1,0,0
561,1430,0.404,1,1,0
562,1430,0.338,1,1,0
563,1430,0.456,1,0,0
564,1430,0.39,1,0,0
565,1430,0.438,1,0,0
566,1430,0.32,1,0,0
567,1430,0.392,0,0,0
568,1430,0.391,1,1,0
569,1430,0.323,0,1,0
570,1430,0.504,1,1,0
571,1430,0.436,1,1,0
572,1430,0.382,1,1,0
573,1430,0.453,1,0,0
574,1430,0.438,1,0,0
575,1430,0.415,1,1,0
576,1430,0.377,1,1,0
577,1430,0.623,1,1,0
578,1430,0.405,1,1,0
579,1430,0.339,1,1,0
580,1430,0.334,1,0,0
581,1430,0.364,1,1,0
582,1430,0.472,1,1,0
583,1430,0.324,1,0,0
584,1430,0.391,1,0,0
585,1430,0.502,1,1,0
586,1430,0.335,1,0,0
587,1430,0.368,1,0,0
588,1430,0.353,1,0,0
589,1430,0.591,1,1,0
590,1430,0.507,1,0,0
591,1430,0.383,1,0,0
592,1430,0.4,1,0,0
593,1430,0.433,1,1,0
594,1430,0.48,1,1,0
595,1430,0.424,1,0,0
596,1430,0.371,1,1,0
597,1430,0.391,0,1,0
598,1430,0.432,1,1,0
599,1430,0.416,1,0,0
600,1430,0.34,1,0,0
601,1430,0.469,1,1,0
602,1430,0.467,1,0,0
603,1430,0.388,1,1,0
604,1430,0.402,1,0,0
605,1430,0.463,1,0,0
606,1430,0.633,1,1,0
607,1430,0.505,1,1,0
608,1430,0.506,1,0,0
609,1430,0.501,1,0,0
610,1430,0.453,1,1,0
611,1430,0.366,1,1,0
612,1430,0.455,1,1,0
613,1430,0.388,1,0,0
614,1430,0.354,1,1,0
615,1430,0.472,1,1,0
616,1430,0.454,1,0,0
617,1430,0.577,1,1,0
618,1430,0.383,1,1,0
619,1430,0.451,1,1,0
620,1430,0.39,1,0,0
621,1430,0.499,1,0,0
622,1430,0.401,1,0,0
623,1430,0.542,1,1,0
624,1430,0.367,1,0,0
625,1430,0.366,1,0,0
626,1430,0.487,1,1,0
627,1430,0.486,1,1,0
628,1430,0.402,1,0,0
629,1430,0.378,1,1,0
630,1430,0.435,1,0,0
631,1430,0.381,1,0,0
632,1430,0.384,0,0,0
633,1430,0.368,1,0,0
634,1430,0.371,1,0,0
635,1430,0.454,1,0,0
636,1430,0.383,1,1,0
637,1430,0.346,1,1,0
638,1430,0.37,1,1,0
639,1430,0.391,0,1,0
640,1430,0.399,1,0,0
641,1430,0.356,1,0,0
642,1430,0.419,1,0,0
643,1430,0.383,1,0,0
644,1430,0.603,1,0,0
645,1430,0.547,1,1,0
646,1430,0.554,1,1,0
647,1430,0.382,1,1,0
648,1430,0.42,1,0,0
649,1430,0.385,1,1,0
650,1430,0.647,1,1,0
651,1430,0.378,0,0,0
652,1430,0.541,1,0,0
653,1430,0.299,0,1,0
654,1430,0.353,1,1,0
655,1430,0.308,1,0,0
656,1430,0.369,1,0,0
657,1430,0.418,1,0,0
658,1430,0.512,1,1,0
659,1430,0.402,1,0,0
660,1430,0.352,1,1,0
661,1430,0.399,1,1,0
662,1430,0.397,1,1,0
663,1430,0.337,1,1,0
664,1430,0.441,1,1,0
665,1430,0.334,1,0,0
666,1430,0.346,1,0,0
667,1430,0.387,0,0,0
668,1430,0.403,1,1,0
669,1430,0.37,1,1,0
670,1430,0.351,1,1,0
671,1430,0.361,1,0,0
672,1430,0.423,1,1,0
673,1430,0.404,1,0,0
674,1430,0.354,1,1,0
675,1430,0.369,1,0,0
676,1430,0.347,1,0,0
677,1430,0.416,1,1,0
678,1430,0.391,1,1,0
679,1430,0.348,1,0,0
680,1430,0.401,1,1,0
681,1430,0.331,1,0,0
682,1430,0.37,1,1,0
683,1430,0.299,0,0,0
684,1430,0.489,1,1,0
685,1430,0.363,1,0,0
686,1430,0.397,1,1,0
687,1430,0.399,1,0,0
688,1430,0.418,1,0,0
689,1430,0.383,1,1,0
690,1430,0.487,1,1,0
691,1507,0.5072,1,0,0
692,1507,0.4634,1,0,0
693,1507,0.5223,1,1,0
694,1507,0.4239,1,0,0
695,1507,0.4104,1,1,0
696,1507,0.3937,1,1,0
697,1507,0.411,1,0,0
698,1507,0.4043,1,0,0
699,1507,0.5719,1,0,0
700,1507,0.524,1,0,0
701,1507,0.4755,1,1,0
702,1507,0.7166,1,1,0
703,1507,0.4096,1,1,0
704,1507,0.517,1,1,0
705,1507,0.4142,1,1,0
706,1507,0.3858,1,0,0
707,1507,0.4043,1,0,0
708,1507,0.773,1,0,0
709,1507,0.5281,1,0,0
710,1507,0.439,1,1,0
711,1507,0.4444,1,0,0
712,1507,0.437,1,0,0
713,1507,0.4446,1,0,0
714,1507,0.5359,1,1,0
715,1507,0.7374,1,0,0
716,1507,0.4434,1,0,0
717,1507,0.4337,1,0,0
718,1507,0.4244,1,1,0
719,1507,0.4606,1,1,0
720,1507,0.5185,1,1,0
721,1507,0.4915,1,1,0
722,1507,0.4301,1,0,0
723,1507,0.4039,1,1,0
724,1507,0.4533,1,1,0
725,1507,0.586,1,1,0
726,1507,0.4098,1,0,0
727,1507,0.4476,0,1,0
728,1507,0.5465,1,1,0
729,1507,0.4556,1,1,0
730,1507,0.4481,1,0,0
731,1507,0.431,1,1,0
732,1507,0.4212,1,1,0
733,1507,0.4122,1,0,0
734,1507,0.4187,1,0,0
735,1507,0.5106,1,0,0
736,1507,0.7018,1,1,0
737,1507,0.4243,1,0,0
738,1507,0.451,1,0,0
739,1507,0.5016,1,0,0
740,1507,0.4784,1,1,0
741,1507,0.634,1,1,0
742,1507,0.6549,1,0,0
743,1507,0.5642,1,1,0
744,1507,0.4621,1,1,0
745,1507,0.4186,1,1,0
746,1507,0.4628,1,1,0
747,1507,0.4594,1,0,0
748,1507,0.4277,1,0,0
749,1507,0.7239,1,1,0
750,1507,0.446,1,1,0
751,1507,0.7169,1,1,0
752,1507,0.4609,1,1,0
753,1507,0.469,1,0,0
754,1507,0.5248,1,1,0
755,1507,0.7428,1,1,0
756,1507,0.4723,1,0,0
757,1507,0.3932,1,0,0
758,1507,0.4505,1,0,0
759,1507,0.4604,1,1,0
760,1507,0.4719,1,0,0
761,1507,0.5017,1,0,0
762,1507,0.5495,1,0,0
763,1507,0.3386,1,0,0
764,1507,0.4472,1,1,0
765,1507,0.6022,1,1,0
766,1507,0.4897,1,1,0
767,1507,0.5233,1,1,0
768,1507,0.6662,1,0,0
769,1507,0.3829,1,1,0
770,1507,0.4318,1,0,0
771,1507,0.5189,1,0,0
772,1507,0.4231,1,1,0
773,1507,0.4483,1,0,0
774,1507,0.525,1,1,0
775,1507,0.4222,1,0,0
776,1507,0.3546,1,1,0
777,1507,0.5109,1,1,0
778,1507,0.4263,1,1,0
779,1507,0.4033,1,0,0
780,1507,0.4812,1,0,0
781,1507,0.3705,1,0,0
782,1507,0.5569,1,0,0
783,1507,0.3992,1,1,0
784,1507,0.533,1,1,0
785,1507,0.5168,1,1,0
786,1507,0.4512,1,1,0
787,1507,0.6952,1,1,0
788,1507,0.4784,1,1,0
789,1507,0.4323,1,0,0
790,1507,0.7215,1,0,0
791,1507,0.4271,1,1,0
792,1507,0.4207,1,1,0
793,1507,0.4341,1,0,0
794,1507,0.431,1,1,0
795,1507,0.3898,0,0,0
796,1507,0.392,1,0,0
797,1507,0.412,0,0,0
798,1507,0.6964,1,0,0
799,1507,0.4651,1,1,0
800,1507,0.3729,1,0,0
801,1507,0.3746,1,1,0
802,1507,0.4861,1,0,0
803,1507,0.4647,1,1,0
804,1507,0.4342,1,0,0
805,1507,0.3861,0,0,0
806,1507,0.4793,1,1,0
807,1507,0.4572,1,0,0
808,1507,0.5155,1,1,0
809,1507,0.4207,0,1,0
810,1507,0.5597,1,0,0
811,1507,0.413,1,0,0
812,1507,0.345,1,1,0
813,1507,0.3866,1,1,0
814,1507,0.3633,1,0,0
815,1507,0.4423,1,0,0
816,1507,0.4563,1,1,0
817,1507,0.3645,1,0,0
818,1507,0.5319,1,1,0
819,1507,0.4218,1,1,0
820,1507,0.3596,1,0,0
821,1507,0.4342,1,0,0
822,1507,0.4991,1,1,0
823,1507,0.3924,1,1,0
824,1507,0.493,1,0,0
825,1507,0.5973,1,1,0
826,1507,0.6306,1,1,0
827,1507,0.3853,1,0,0
828,1507,0.4431,1,0,0
829,1507,0.4965,1,1,0
830,1507,0.4308,1,0,0
831,1507,0.3967,1,0,0
832,1507,0.3435,1,1,0
833,1507,0.4072,1,0,0
834,1507,0.4484,1,0,0
835,1507,0.4096,1,0,0
836,1507,0.5161,1,0,0
837,1507,0.4085,0,0,0
838,1507,0.4048,1,1,0
839,1507,0.4543,1,0,0
840,1507,0.4647,1,0,0
841,1507,0.4068,1,0,0
842,1507,0.5398,1,1,0
843,1507,0.5714,1,1,0
844,1507,0.4277,1,1,0
845,1507,0.4301,1,0,0
846,1507,0.588,1,1,0
847,1507,0.4853,1,1,0
848,1507,0.4133,1,1,0
849,1507,0.4904,1,0,0
850,1507,0.429,1,1,0
851,1507,0.4195,1,0,0
852,1507,0.5802,1,1,0
853,1507,0.3804,1,0,0
854,1507,0.4405,1,0,0
855,1507,0.3886,1,1,0
856,1507,0.373,1,1,0
857,1507,0.4041,1,1,0
858,1507,0.4439,1,0,0
859,1507,0.3791,1,0,0
860,1507,0.4473,1,0,0
861,1507,0.3746,0,1,0
862,1507,0.3377,1,1,0
863,1507,0.3281,1,1,0
864,1507,0.3271,1,1,0
865,1507,0.7435,1,1,0
866,1507,0.5813,1,1,0
867,1507,0.4168,1,0,0
868,1507,0.3991,1,0,0
869,1507,0.4064,1,1,0
870,1507,0.4479,1,1,0
871,1507,0.4005,1,0,0
872,1507,0.3528,1,0,0
873,1507,0.3307,1,1,0
874,1507,0.3487,1,0,0
875,1507,0.4292,1,1,0
876,1507,0.4233,0,1,0
877,1507,0.4778,1,1,0
878,1507,0.544,1,0,0
879,1507,0.4819,1,1,0
880,1507,0.4666,1,1,0
881,1507,0.3519,1,1,0
882,1507,0.3904,1,1,0
883,1507,0.4158,1,0,0
884,1507,0.4188,1,1,0
885,1507,0.5098,1,1,0
886,1507,0.493,1,0,0
887,1507,0.4289,1,0,0
888,1507,0.3958,1,1,0
889,1507,0.4113,1,0,0
890,1507,0.4034,1,1,0
891,1507,0.4351,1,0,0
892,1507,0.3777,0,1,0
893,1507,0.4521,1,0,0
