participant,rt,accuracy,congruency_num,spacing_num,n_trial_experiment
1583,0.3119,1,0,1,28
1583,0.3982,1,0,1,30
1583,0.3331,1,0,1,32
1583,0.35240000000000005,1,1,1,34
1583,0.4779,1,1,1,37
1583,0.5063,1,1,1,38
1583,0.4106,0,0,1,39
1583,0.6979,1,0,1,40
1583,0.4177,0,0,1,41
1583,0.3659,1,0,1,43
1583,0.3985999999999999,1,0,1,44
1583,0.3231,1,0,1,45
1583,0.3172,1,0,1,46
1583,0.4348999999999999,1,0,1,47
1583,0.4089,1,0,1,48
1583,0.4786,1,1,1,49
1583,0.6063,1,1,1,53
1583,0.5258,1,1,1,54
1583,0.3213,1,0,1,58
1583,0.33,1,1,1,59
1583,0.4326,1,0,1,61
1583,0.3768,1,0,1,62
1583,0.3199,1,0,1,64
1583,0.3357,1,0,1,65
1583,0.5435,1,1,1,67
1583,0.6267,1,1,1,68
1583,0.4013,1,1,1,70
1583,0.4086999999999999,1,0,1,71
1583,0.4045,1,1,1,73
1583,0.4669,1,1,1,74
1583,0.5707,1,1,1,75
1583,0.4447,1,1,1,78
1583,0.5012,1,1,1,79
1583,0.4856,1,0,1,81
1583,0.4564,1,1,1,83
1583,0.5379,1,0,1,85
1583,0.3484,0,1,1,88
1583,0.35760000000000003,1,0,1,89
1583,0.34240000000000004,1,0,1,90
1583,0.3843,1,1,1,92
1583,0.3877,1,0,1,93
1583,0.4399,1,1,1,94
1583,0.344,1,0,1,97
1583,0.3757,0,1,1,98
1583,0.3898,1,0,1,99
1583,0.3392,1,0,1,100
1583,0.4202,1,0,1,101
1583,0.4428,1,0,1,102
1583,0.4367,1,0,1,103
1583,0.5347,1,1,1,104
1583,0.4636,1,1,1,107
1583,0.4785,1,1,1,108
1583,0.42690000000000006,1,0,1,109
1583,0.5348,1,0,1,114
1583,0.4695,1,1,1,115
1583,0.6809999999999999,1,1,1,116
1583,0.3269,1,0,1,118
1583,0.3848,1,0,1,119
1583,0.4324,1,1,1,121
1583,0.4768,1,1,1,122
1583,0.4053,0,1,1,123
1583,0.3897000000000001,0,1,1,124
1583,0.3854999999999999,0,1,1,125
1583,0.6851,1,1,1,126
1597,0.777,1,1,1,1
1597,0.803,1,1,1,2
1597,0.444,1,0,1,6
1597,0.858,1,0,1,8
1597,0.61,1,1,1,10
1597,0.604,1,1,1,11
1597,0.79,1,0,1,12
1597,0.663,1,0,1,13
1597,0.756,1,1,1,14
1597,0.553,1,1,1,15
1597,0.534,1,1,1,16
1597,0.436,1,1,1,18
1597,0.402,1,1,1,19
1597,0.391,1,0,1,20
1597,0.442,1,1,1,21
1597,0.604,1,1,1,24
1597,0.434,1,0,1,25
1597,0.441,1,0,1,26
1597,0.486,1,1,1,30
1597,0.596,1,1,1,31
1597,0.534,1,1,1,33
1597,0.607,1,1,1,35
1597,0.468,1,0,1,36
1597,0.441,1,0,1,37
1597,0.926,1,1,1,38
1597,0.477,1,0,1,41
1597,0.436,1,0,1,42
1597,0.511,1,0,1,43
1597,0.527,0,1,1,44
1597,0.559,1,1,1,45
1597,0.803,1,1,1,46
1597,0.783,1,0,1,47
1597,0.693,1,0,1,49
1597,0.61,1,1,1,50
1597,0.7,1,0,1,51
1597,0.51,1,0,1,53
1597,0.503,1,0,1,54
1597,0.52,1,1,1,55
1597,0.739,1,1,1,57
1597,0.598,1,0,1,58
1597,0.492,1,0,1,59
1597,1.031,1,0,1,60
1597,0.472,1,1,1,62
1597,0.374,1,1,1,63
1597,0.399,1,0,1,64
1597,0.419,1,0,1,66
1597,0.489,1,0,1,68
1597,0.576,1,1,1,69
1597,0.615,1,0,1,70
1597,0.552,1,1,1,74
1597,0.843,1,1,1,75
1597,0.466,1,0,1,76
1597,0.399,1,1,1,77
1597,0.508,1,0,1,79
1597,0.812,1,1,1,80
1597,0.903,1,1,1,81
1597,0.515,1,1,1,83
1597,0.471,1,0,1,85
1597,0.548,1,1,1,86
1597,0.676,1,0,1,87
1597,0.52,1,1,1,90
1597,0.542,1,1,1,91
1597,0.647,1,0,1,92
1597,0.43,1,0,1,95
1597,0.409,1,1,1,96
1597,0.433,1,0,1,100
1597,0.492,1,0,1,101
1597,0.698,1,0,1,103
1597,0.498,1,1,1,104
1597,0.504,1,1,1,105
1597,0.483,1,1,1,108
1597,0.407,1,0,1,111
1597,0.437,1,0,1,113
1597,0.514,1,0,1,116
1597,0.791,1,1,1,117
1597,0.709,1,0,1,121
1597,0.46,1,1,1,122
1597,0.426,1,0,1,123
1597,0.444,1,0,1,124
1597,0.409,1,1,1,125
1597,0.55,1,0,1,126
1597,0.469,1,0,1,127
1597,0.597,1,1,1,1
1597,1.102,1,0,1,2
1597,0.531,1,1,1,3
1597,0.59,1,1,1,5
1597,0.458,1,1,1,6
1597,0.536,1,1,1,7
1597,0.412,1,0,1,9
1597,0.436,1,0,1,10
1597,0.6,1,1,1,13
1597,0.577,1,1,1,14
1597,0.541,1,1,1,15
1597,0.532,1,0,1,16
1597,0.485,1,1,1,17
1597,0.543,1,1,1,19
1597,0.52,1,1,1,20
1597,0.494,1,0,1,21
1597,0.707,1,0,1,26
1597,0.419,1,0,1,29
1597,0.552,1,1,1,30
1597,0.514,1,0,1,31
1597,0.511,1,0,1,33
1597,0.398,1,1,1,35
1597,0.485,1,0,1,37
1597,0.509,1,0,1,38
1597,0.733,1,1,1,39
1597,0.434,1,0,1,40
1597,0.507,1,0,1,42
1597,0.424,1,1,1,43
1597,1.091,1,1,1,45
1597,0.484,1,0,1,47
1597,0.573,1,0,1,49
1597,0.794,1,0,1,51
1597,0.592,1,0,1,53
1597,0.441,1,0,1,55
1597,0.409,1,0,1,57
1597,0.428,1,0,1,58
1597,0.498,1,1,1,59
1597,0.492,1,0,1,60
1597,0.805,1,0,1,61
1597,0.487,1,0,1,62
1597,0.566,1,1,1,63
1597,0.653,1,1,1,65
1597,0.532,1,0,1,66
1597,0.725,1,0,1,67
1597,0.57,1,0,1,68
1597,0.793,1,1,1,69
1597,0.71,1,1,1,70
1597,0.749,1,0,1,71
1597,0.423,1,0,1,73
1597,0.966,0,1,1,74
1597,0.633,1,0,1,76
1597,0.492,1,1,1,77
1597,0.502,1,1,1,78
1597,0.495,1,0,1,80
1597,0.698,1,1,1,81
1597,0.507,1,1,1,84
1597,0.733,1,0,1,85
1597,0.916,1,0,1,87
1597,0.913,1,1,1,89
1597,0.46,1,1,1,90
1597,0.596,1,1,1,94
1597,0.77,1,1,1,95
1597,0.491,1,1,1,97
1597,0.529,1,0,1,100
1597,0.438,1,1,1,102
1597,0.515,1,0,1,103
1597,0.427,1,1,1,104
1597,0.465,1,0,1,105
1597,0.432,0,1,1,106
1597,0.432,1,0,1,107
1597,0.504,1,0,1,108
1597,0.403,1,0,1,109
1597,0.61,1,0,1,110
1597,0.619,1,0,1,111
1597,0.671,1,0,1,112
1597,0.599,1,1,1,113
1597,0.629,0,1,1,115
1597,0.52,1,1,1,116
1597,0.558,1,1,1,120
1597,0.521,1,1,1,124
1597,0.565,1,1,1,125
1597,0.531,1,1,1,1
1597,0.459,1,0,1,3
1597,0.743,1,0,1,4
1597,0.675,1,1,1,5
1597,0.42,1,0,1,6
1597,0.426,1,0,1,7
1597,0.521,1,1,1,8
1597,0.609,1,1,1,9
1597,0.486,1,1,1,10
1597,0.387,1,0,1,11
1597,0.475,1,1,1,13
1597,0.56,1,0,1,15
1597,0.654,1,1,1,16
1597,0.45,1,0,1,17
1597,0.583,1,1,1,18
1597,0.553,1,1,1,19
1597,0.575,1,1,1,20
1597,0.536,1,1,1,22
1597,0.725,1,1,1,23
1597,0.391,1,1,1,24
1597,0.451,1,0,1,27
1597,0.471,1,0,1,29
1597,0.945,1,0,1,31
1597,0.564,1,0,1,35
1597,0.577,1,1,1,37
1597,0.465,1,0,1,39
1597,0.693,1,1,1,40
1597,0.616,1,0,1,41
1597,0.732,1,1,1,42
1597,0.825,1,1,1,44
1597,0.57,1,1,1,45
1597,0.531,1,0,1,46
1597,0.653,1,0,1,47
1597,0.842,0,1,1,49
1597,0.473,1,0,1,53
1597,0.498,1,1,1,55
1597,0.409,1,0,1,57
1597,0.578,1,1,1,58
1597,0.414,1,1,1,60
1597,0.695,1,1,1,61
1597,0.503,1,0,1,63
1597,0.369,1,1,1,64
1597,0.468,1,0,1,66
1597,0.502,1,0,1,67
1597,0.478,1,0,1,68
1597,0.565,1,1,1,69
1597,0.438,1,1,1,71
1597,0.51,1,1,1,72
1597,0.643,1,0,1,73
1597,0.558,1,0,1,75
1597,0.454,1,1,1,76
1597,0.515,0,0,1,77
1597,0.624,1,0,1,78
1597,1.106,1,0,1,79
1597,0.432,1,0,1,82
1597,0.415,1,0,1,83
1597,0.667,1,0,1,85
1597,0.664,1,0,1,87
1597,0.387,0,0,1,88
1597,0.765,1,1,1,89
1597,0.559,1,0,1,91
1597,0.849,1,1,1,93
1597,0.508,1,1,1,98
1597,0.533,1,0,1,99
1597,0.613,1,1,1,101
1597,0.482,1,0,1,102
1597,0.787,1,0,1,105
1597,0.5,1,1,1,107
1597,0.558,1,1,1,108
1597,0.576,1,0,1,109
1597,0.621,1,1,1,110
1597,0.741,1,1,1,111
1597,0.591,1,1,1,112
1597,1.103,1,1,1,113
1597,0.793,1,0,1,116
1597,0.701,1,0,1,118
1597,0.714,1,1,1,119
1597,0.902,1,0,1,121
1597,0.738,1,0,1,122
1597,0.739,1,1,1,123
1597,0.719,1,1,1,125
1597,0.479,1,0,1,126
1597,0.731,1,0,1,0
1597,0.479,1,0,1,1
1597,0.506,1,1,1,2
1597,0.46,1,0,1,3
1597,0.599,1,0,1,6
1597,0.454,1,0,1,7
1597,0.427,1,0,1,9
1597,0.404,1,0,1,11
1597,0.615,1,1,1,12
1597,0.593,1,0,1,13
1597,0.534,1,1,1,15
1597,0.626,1,1,1,16
1597,0.425,1,1,1,17
1597,0.493,1,0,1,24
1597,0.507,1,1,1,25
1597,0.812,1,1,1,26
1597,0.679,1,0,1,27
1597,0.57,1,1,1,29
1597,0.508,1,1,1,30
1597,0.503,1,1,1,32
1597,0.631,1,0,1,33
1597,0.514,1,0,1,34
1597,0.814,1,1,1,35
1597,0.488,0,1,1,37
1597,0.463,1,1,1,38
1597,0.422,1,0,1,39
1597,0.419,1,1,1,40
1597,0.442,1,0,1,42
1597,0.543,1,0,1,44
1597,0.593,1,1,1,46
1597,0.544,1,1,1,47
1597,0.907,1,1,1,49
1597,0.571,1,1,1,50
1597,0.54,1,1,1,51
1597,0.551,1,1,1,55
1597,0.566,1,0,1,56
1597,0.558,1,1,1,59
1597,0.56,1,0,1,60
1597,0.419,1,0,1,61
1597,0.53,1,0,1,62
1597,0.423,1,0,1,63
1597,0.609,1,0,1,67
1597,0.47,1,0,1,68
1597,0.441,1,0,1,69
1597,0.524,1,0,1,71
1597,0.483,1,1,1,72
1597,0.333,1,1,1,73
1597,0.703,1,1,1,74
1597,0.349,1,0,1,75
1597,0.449,1,1,1,76
1597,0.476,1,1,1,78
1597,0.776,1,0,1,79
1597,0.491,1,1,1,80
1597,0.475,1,1,1,83
1597,0.467,1,0,1,84
1597,0.477,1,0,1,86
1597,0.582,1,1,1,87
1597,0.42,0,1,1,88
1597,0.414,1,0,1,91
1597,0.383,1,0,1,92
1597,0.454,1,0,1,94
1597,0.71,1,1,1,96
1597,0.478,1,0,1,97
1597,0.429,1,0,1,98
1597,0.558,1,0,1,99
1597,0.486,1,0,1,100
1597,0.925,1,0,1,103
1597,0.75,1,1,1,107
1597,0.453,1,0,1,110
1597,0.427,1,1,1,111
1597,0.39,1,1,1,112
1597,0.497,1,1,1,113
1597,0.424,1,1,1,114
1597,0.933,0,0,1,115
1597,0.627,1,1,1,116
1597,0.605,1,1,1,117
1597,0.407,1,1,1,118
1597,0.611,1,1,1,119
1597,0.674,1,1,1,120
1597,0.8,1,0,1,121
1597,0.441,1,0,1,123
1597,0.809,1,1,1,124
1597,0.746,1,0,1,125
1597,0.758,0,0,1,127
1597,0.402,1,0,1,1
1597,0.6,1,1,1,2
1597,0.65,1,0,1,3
1597,0.62,1,0,1,4
1597,0.724,1,0,1,5
1597,0.467,1,1,1,8
1597,0.653,1,1,1,9
1597,0.631,1,0,1,10
1597,0.48,1,0,1,14
1597,1.032,1,1,1,15
1597,0.675,1,1,1,20
1597,0.489,1,0,1,23
1597,0.726,1,1,1,25
1597,0.568,1,0,1,26
1597,0.431,1,1,1,27
1597,0.386,0,1,1,30
1597,0.388,1,0,1,32
1597,0.419,1,0,1,33
1597,0.644,1,1,1,37
1597,0.365,1,0,1,38
1597,0.44,1,1,1,39
1597,0.399,1,1,1,41
1597,0.437,1,1,1,42
1597,0.426,0,1,1,44
1597,0.482,1,0,1,45
1597,0.654,1,0,1,46
1597,0.561,1,1,1,47
1597,0.596,0,0,1,48
1597,0.482,1,1,1,50
1597,0.346,1,0,1,51
1597,0.459,1,0,1,52
1597,0.49,1,0,1,53
1597,0.582,1,0,1,54
1597,0.491,1,0,1,55
1597,0.485,1,0,1,56
1597,0.643,1,1,1,57
1597,0.355,1,0,1,58
1597,0.598,1,0,1,60
1597,0.557,1,1,1,61
1597,0.46,1,0,1,62
1597,0.458,0,1,1,64
1597,0.425,1,1,1,65
1597,0.387,1,1,1,66
1597,0.459,1,1,1,70
1597,0.507,1,1,1,71
1597,0.624,1,1,1,73
1597,0.593,1,1,1,75
1597,0.465,1,1,1,77
1597,0.702,1,1,1,78
1597,0.703,1,0,1,80
1597,0.437,1,0,1,82
1597,0.517,1,1,1,83
1597,0.591,1,0,1,85
1597,0.549,1,1,1,86
1597,0.56,1,0,1,87
1597,0.492,1,0,1,89
1597,0.477,1,1,1,90
1597,0.524,1,1,1,91
1597,0.616,1,0,1,92
1597,0.415,1,1,1,93
1597,0.574,1,1,1,96
1597,0.399,1,0,1,97
1597,0.565,1,1,1,98
1597,0.575,1,1,1,99
1597,0.634,1,0,1,100
1597,0.51,1,0,1,102
1597,1.003,0,0,1,103
1597,0.642,1,1,1,104
1597,0.428,1,0,1,105
1597,0.428,1,0,1,107
1597,0.483,1,1,1,108
1597,0.408,1,1,1,112
1597,0.399,1,0,1,113
1597,0.471,1,0,1,115
1597,0.481,1,1,1,118
1597,0.76,1,0,1,119
1597,0.477,1,1,1,120
1597,0.372,0,1,1,121
1597,0.425,1,1,1,122
1597,0.503,1,0,1,125
1597,0.427,1,0,1,126
1597,0.591,1,0,1,127
1597,0.898,1,1,1,0
1597,0.405,1,1,1,1
1597,0.341,0,1,1,2
1597,0.503,1,1,1,3
1597,0.424,1,1,1,4
1597,0.503,1,1,1,5
1597,0.499,1,0,1,6
1597,0.614,1,0,1,7
1597,0.482,1,1,1,8
1597,0.742,1,0,1,11
1597,0.803,1,1,1,13
1597,0.633,1,0,1,14
1597,0.608,1,0,1,15
1597,0.649,0,1,1,16
1597,0.726,1,1,1,18
1597,0.782,1,1,1,21
1597,0.579,1,1,1,23
1597,0.559,1,1,1,24
1597,0.47,1,0,1,25
1597,0.541,0,1,1,26
1597,0.537,1,1,1,28
1597,0.759,1,0,1,29
1597,0.681,1,1,1,36
1597,0.466,1,0,1,38
1597,0.656,1,0,1,40
1597,0.52,1,0,1,41
1597,0.403,1,0,1,43
1597,0.528,1,0,1,45
1597,0.641,1,0,1,46
1597,0.535,1,1,1,47
1597,0.735,1,1,1,51
1597,0.482,1,0,1,52
1597,0.526,1,0,1,53
1597,0.585,1,1,1,54
1597,0.402,1,0,1,56
1597,0.787,1,1,1,57
1597,0.426,1,0,1,59
1597,0.594,1,1,1,60
1597,0.464,1,0,1,61
1597,0.438,1,0,1,62
1597,0.563,1,1,1,63
1597,0.377,1,0,1,65
1597,0.46,1,1,1,66
1597,0.496,1,0,1,67
1597,0.422,1,0,1,71
1597,0.492,1,0,1,72
1597,0.497,1,1,1,73
1597,0.38,1,1,1,74
1597,0.403,1,1,1,75
1597,0.399,1,0,1,76
1597,0.442,1,1,1,78
1597,0.414,1,1,1,79
1597,0.491,1,0,1,81
1597,0.476,0,1,1,82
1597,0.526,1,0,1,83
1597,0.391,1,1,1,84
1597,0.803,1,1,1,86
1597,0.593,1,0,1,87
1597,0.553,1,0,1,90
1597,0.68,1,0,1,91
1597,1.019,1,0,1,92
1597,0.466,1,0,1,93
1597,0.387,1,0,1,94
1597,0.44,1,0,1,95
1597,0.503,1,0,1,96
1597,0.624,1,1,1,99
1597,0.743,1,0,1,100
1597,0.835,0,0,1,101
1597,0.486,1,0,1,102
1597,0.467,1,1,1,103
1597,0.807,1,0,1,104
1597,0.48,1,1,1,106
1597,0.543,1,1,1,107
1597,0.693,1,1,1,111
1597,1.153,1,1,1,113
1597,0.492,1,1,1,114
1597,0.606,1,1,1,118
1597,0.775,1,0,1,119
1597,0.514,1,0,1,121
1597,0.633,1,1,1,122
1597,0.519,0,0,1,123
1597,1.058,1,1,1,125
1597,0.533,1,0,1,126
1597,0.583,1,1,1,127
1597,0.697,1,1,1,2
1597,0.957,1,1,1,3
1597,0.593,1,0,1,9
1597,0.415,1,1,1,10
1597,0.463,0,0,1,11
1597,0.852,1,0,1,14
1597,0.446,0,0,1,15
1597,0.49,1,1,1,19
1597,0.482,1,1,1,22
1597,0.873,1,0,1,23
1597,0.412,1,0,1,24
1597,0.407,1,0,1,25
1597,0.636,1,0,1,26
1597,0.41,0,1,1,27
1597,0.576,1,0,1,29
1597,0.909,1,1,1,30
1597,0.393,1,0,1,31
1597,0.45,1,1,1,32
1597,0.742,1,1,1,33
1597,0.426,1,1,1,36
1597,0.425,0,1,1,37
1597,0.509,1,0,1,38
1597,0.491,1,0,1,39
1597,0.613,1,1,1,40
1597,0.534,1,1,1,43
1597,0.488,1,0,1,44
1597,0.724,0,0,1,45
1597,0.488,1,0,1,46
1597,0.479,1,0,1,47
1597,0.603,1,1,1,54
1597,0.519,1,1,1,55
1597,0.509,1,0,1,56
1597,0.588,1,0,1,57
1597,1.156,1,1,1,59
1597,0.411,0,1,1,60
1597,0.615,1,0,1,61
1597,0.614,1,1,1,63
1597,0.915,1,0,1,64
1597,0.691,1,0,1,65
1597,0.683,1,1,1,66
1597,0.715,1,0,1,67
1597,0.582,1,1,1,69
1597,0.536,1,1,1,70
1597,0.475,1,0,1,72
1597,0.459,1,0,1,73
1597,0.543,1,1,1,74
1597,0.399,1,0,1,75
1597,0.608,1,1,1,76
1597,0.451,1,0,1,77
1597,0.759,0,0,1,79
1597,0.509,1,1,1,80
1597,0.748,1,0,1,81
1597,0.495,1,0,1,83
1597,0.533,1,0,1,85
1597,0.436,1,0,1,89
1597,0.806,1,1,1,91
1597,0.575,1,1,1,93
1597,0.684,1,0,1,94
1597,0.374,1,1,1,95
1597,0.405,1,1,1,96
1597,0.406,1,1,1,97
1597,0.665,1,0,1,98
1597,0.555,1,0,1,103
1597,0.53,1,0,1,104
1597,0.735,1,0,1,105
1597,0.628,1,1,1,107
1597,0.657,1,1,1,108
1597,0.619,1,1,1,109
1597,0.604,1,1,1,111
1597,0.416,1,0,1,112
1597,0.636,1,0,1,113
1597,0.658,1,1,1,116
1597,0.532,1,1,1,118
1597,0.573,1,1,1,119
1597,0.514,1,1,1,120
1597,0.526,0,0,1,121
1597,0.492,1,1,1,123
1597,0.475,1,0,1,126
1597,0.616,1,1,1,127
1597,0.509,1,0,1,2
1597,0.598,1,1,1,10
1597,0.502,1,1,1,19
1597,0.436,1,0,1,22
1597,0.419,1,0,1,27
1597,0.791,1,0,1,29
1597,0.388,1,0,1,30
1597,0.389,1,0,1,31
1597,0.625,1,0,1,34
1597,0.532,0,0,1,38
1597,0.516,1,1,1,41
1597,0.402,1,0,1,43
1597,0.445,1,1,1,44
1597,0.45,0,0,1,51
1597,0.408,1,0,1,54
1597,0.764,1,0,1,57
1597,0.538,1,1,1,65
1597,0.698,1,0,1,67
1597,0.598,1,1,1,69
1597,0.724,1,1,1,71
1597,0.469,0,0,1,73
1597,0.683,1,0,1,76
1597,0.457,1,1,1,79
1597,0.542,1,1,1,81
1597,0.62,1,1,1,84
1597,0.622,0,1,1,89
1597,0.611,1,0,1,90
1597,0.778,1,1,1,91
1597,0.568,1,1,1,93
1597,0.435,1,1,1,94
1597,0.642,1,0,1,98
1597,0.616,1,1,1,101
1597,0.543,1,0,1,102
1597,0.444,1,0,1,103
1597,0.522,1,1,1,105
1597,0.333,0,1,1,106
1597,0.77,1,1,1,107
1597,0.543,1,1,1,108
1597,0.478,1,1,1,109
1597,0.415,1,0,1,110
1597,0.501,1,1,1,111
1597,0.499,1,0,1,112
1597,0.416,1,1,1,113
1597,0.46,1,0,1,114
1597,0.443,1,0,1,115
1597,0.626,1,1,1,116
1597,0.543,1,0,1,117
1597,0.402,1,0,1,120
1597,0.532,1,1,1,122
1597,0.399,1,0,1,123
1597,0.47,0,0,1,124
1597,0.664,0,1,1,125
1597,0.573,1,1,1,126
1597,0.392,1,1,1,127
1601,0.5518,1,0,1,0
1601,0.414,1,0,1,2
1601,0.3602,1,0,1,3
1601,0.5036,1,1,1,4
1601,0.6087,1,0,1,5
1601,0.7213,1,0,1,6
1601,0.4045,1,0,1,7
1601,0.3573,1,1,1,8
1601,0.5131,1,1,1,10
1601,0.5245,1,0,1,11
1601,0.3479,1,0,1,14
1601,0.395,1,0,1,15
1601,0.4504,1,1,1,16
1601,0.4289,1,0,1,17
1601,0.4147,1,1,1,18
1601,0.4322,1,0,1,19
1601,0.3924,1,0,1,22
1601,0.4844,1,1,1,23
1601,0.558,1,0,1,24
1601,0.3984,1,1,1,28
1601,0.3868,1,1,1,29
1601,0.3768,1,0,1,31
1601,0.4432,1,1,1,32
1601,0.3848,1,0,1,34
1601,0.4579,1,0,1,35
1601,0.4568,1,1,1,40
1601,0.2514,0,1,1,41
1601,0.336,1,1,1,43
1601,0.736,1,0,1,44
1601,0.358,1,1,1,45
1601,0.3515,1,1,1,46
1601,0.381,1,0,1,48
1601,0.3149,1,0,1,49
1601,0.5474,1,1,1,50
1601,0.5184,1,1,1,52
1601,0.3322,1,1,1,53
1601,0.4813,1,1,1,54
1601,0.5667,1,1,1,55
1601,0.3355,1,0,1,57
1601,0.3454,1,1,1,58
1601,0.4047,1,0,1,61
1601,0.393,1,0,1,63
1601,0.3646,1,1,1,64
1601,0.3343,1,1,1,65
1601,0.3463,1,0,1,66
1601,0.3889,1,0,1,67
1601,0.5185,1,0,1,68
1601,0.3757,1,0,1,69
1601,0.4699,1,0,1,70
1601,0.5111,1,1,1,71
1601,0.3824,1,1,1,73
1601,0.3399,1,1,1,74
1601,0.3342,1,1,1,75
1601,0.424,1,1,1,76
1601,0.4457,1,0,1,78
1601,0.3032,0,1,1,79
1601,0.3961,1,0,1,80
1601,0.4995,1,1,1,81
1601,0.3088,1,0,1,83
1601,0.385,1,0,1,89
1601,0.433,1,0,1,90
1601,0.5863,1,1,1,91
1601,0.53,1,0,1,92
1601,0.4665,1,0,1,94
1601,0.5285,1,0,1,95
1601,0.6463,1,1,1,97
1601,0.4252,1,1,1,98
1601,0.3793,1,1,1,99
1601,0.4399,1,1,1,100
1601,0.4347,1,0,1,101
1601,0.3678,1,0,1,102
1601,0.3435,1,1,1,103
1601,0.4985,1,0,1,104
1601,0.3874,1,0,1,106
1601,0.4718,1,1,1,109
1601,0.477,1,1,1,112
1601,0.5147,1,1,1,113
1601,0.4134,1,1,1,115
1601,0.4361,1,1,1,118
1601,0.3867,1,1,1,119
1601,0.4108,1,0,1,120
1601,0.3963,1,0,1,122
1601,0.4176,1,0,1,123
1601,0.3515,1,1,1,124
1601,0.4756,1,1,1,1
1601,0.3953,1,0,1,2
1601,0.4197,1,1,1,3
1601,0.3125,1,1,1,4
1601,0.306,1,1,1,5
1601,0.3479,1,0,1,7
1601,0.3585,1,0,1,9
1601,0.3465,1,0,1,10
1601,0.3511,1,0,1,12
1601,0.3626,1,0,1,13
1601,0.5012,1,1,1,14
1601,0.433,1,0,1,15
1601,0.3725,1,0,1,16
1601,0.3504,1,1,1,17
1601,0.4683,1,0,1,18
1601,0.3796,1,0,1,19
1601,0.3655,0,1,1,20
1601,0.7335,1,1,1,21
1601,0.4615,1,1,1,22
1601,0.4085,1,1,1,23
1601,0.5094,1,1,1,27
1601,0.4523,1,1,1,28
1601,0.6566,1,0,1,30
1601,0.4683,1,0,1,36
1601,0.4844,1,1,1,37
1601,0.4325,1,0,1,39
1601,0.3315,0,1,1,40
1601,0.3697,1,1,1,41
1601,0.3796,0,1,1,42
1601,0.4333,1,1,1,43
1601,0.525,1,1,1,44
1601,0.4879,1,0,1,45
1601,0.5292,1,1,1,47
1601,0.6243,1,1,1,48
1601,0.6546,1,1,1,50
1601,0.4379,1,0,1,51
1601,0.4168,1,0,1,52
1601,0.4467,1,1,1,54
1601,0.5039,1,1,1,56
1601,0.3928,1,1,1,57
1601,0.3622,1,0,1,58
1601,0.5394,1,1,1,59
1601,0.4414,1,0,1,60
1601,0.3748,1,0,1,61
1601,0.3751,1,0,1,63
1601,0.3933,1,0,1,65
1601,0.5203,1,1,1,66
1601,0.4998,1,1,1,67
1601,0.4444,1,1,1,68
1601,0.4276,1,1,1,70
1601,0.4311,1,1,1,71
1601,0.4792,1,1,1,72
1601,0.4193,1,0,1,73
1601,0.3486,1,1,1,74
1601,0.3372,1,0,1,77
1601,0.4263,1,0,1,78
1601,0.5947,1,1,1,79
1601,0.4168,1,0,1,81
1601,0.4249,1,0,1,85
1601,0.5053,1,1,1,87
1601,0.3834,1,0,1,88
1601,0.5267,1,1,1,90
1601,0.6443,1,1,1,93
1601,0.3712,1,0,1,97
1601,0.4066,1,0,1,98
1601,0.465,1,0,1,99
1601,0.5372,1,0,1,100
1601,0.4567,1,0,1,103
1601,0.4444,1,0,1,105
1601,0.4313,1,0,1,108
1601,0.4015,1,0,1,109
1601,0.3992,1,1,1,112
1601,0.4749,1,0,1,113
1601,0.2997,1,0,1,115
1601,0.4293,1,0,1,116
1601,0.3471,1,0,1,117
1601,0.35,1,0,1,118
1601,0.3446,1,1,1,120
1601,0.4264,1,1,1,122
1601,0.3812,1,1,1,124
1601,0.3314,1,0,1,125
1601,0.3563,1,0,1,126
1601,0.4378,1,1,1,127
1601,0.7406,1,1,1,0
1601,0.3796,1,0,1,1
1601,0.3987,1,0,1,3
1601,0.3159,1,1,1,4
1601,0.3715,1,1,1,5
1601,0.4488,1,0,1,8
1601,0.4145,1,1,1,12
1601,0.4306,1,0,1,13
1601,0.3677,1,0,1,14
1601,0.4385,1,0,1,15
1601,0.5204,1,0,1,17
1601,0.3103,0,1,1,18
1601,0.3538,1,0,1,19
1601,0.3385,1,0,1,20
1601,0.6669,1,1,1,22
1601,0.3226,1,0,1,23
1601,0.3294,1,0,1,24
1601,0.4693,1,0,1,25
1601,0.585,1,1,1,30
1601,0.4329,1,0,1,37
1601,0.3948,1,0,1,38
1601,0.4253,1,0,1,41
1601,0.4534,1,0,1,42
1601,0.3621,1,0,1,43
1601,0.3478,1,1,1,44
1601,0.3822,1,1,1,45
1601,0.4867,1,1,1,48
1601,0.3834,1,1,1,49
1601,0.4944,1,1,1,50
1601,0.3383,1,0,1,51
1601,0.3753,1,0,1,52
1601,0.6354,1,1,1,55
1601,0.4268,1,0,1,56
1601,0.5146,1,1,1,57
1601,0.4547,1,1,1,59
1601,0.3715,1,1,1,62
1601,0.4458,1,1,1,63
1601,0.4731,1,1,1,64
1601,0.3356,1,1,1,66
1601,0.2848,1,1,1,67
1601,0.4152,1,1,1,68
1601,0.4834,1,1,1,69
1601,0.4301,1,1,1,70
1601,0.4749,1,1,1,71
1601,0.3404,1,1,1,72
1601,0.3736,1,0,1,73
1601,0.4387,1,1,1,74
1601,0.2633,0,0,1,75
1601,0.3704,1,0,1,78
1601,0.4501,1,0,1,80
1601,0.6491,1,1,1,81
1601,0.5167,1,1,1,82
