participant,rt,accuracy,congruency_num,spacing_num,n_trial_experiment
6055,0.481,0,1,1,98
6055,0.514,1,0,1,99
6055,0.544,1,1,1,104
6055,0.439,1,1,1,106
6055,0.381,1,0,1,107
6055,0.456,1,1,1,110
6055,0.381,1,0,1,111
6055,0.49,0,1,1,112
6055,0.422,1,0,1,113
6055,0.522,1,1,1,117
6055,0.418,1,1,1,118
6055,0.371,1,1,1,122
6055,0.441,1,0,1,123
6055,0.418,1,0,1,124
6055,0.378,1,0,1,125
6055,0.401,1,0,1,126
6055,0.597,1,0,1,0
6055,0.359,1,1,1,3
6055,0.515,1,1,1,4
6055,0.43,1,0,1,5
6055,0.4,1,0,1,6
6055,0.444,1,0,1,8
6055,0.623,1,1,1,10
6055,0.365,1,0,1,13
6055,0.484,1,1,1,17
6055,0.405,1,0,1,18
6055,0.455,1,1,1,19
6055,0.351,1,0,1,21
6055,0.413,1,0,1,22
6055,0.397,1,1,1,24
6055,0.454,1,1,1,25
6055,0.371,1,0,1,30
6055,0.388,1,0,1,31
6055,0.384,1,1,1,33
6055,0.417,1,1,1,34
6055,0.454,1,1,1,35
6055,0.348,1,0,1,36
6055,0.38,1,0,1,38
6055,0.348,1,1,1,39
6055,0.414,1,1,1,40
6055,0.368,1,1,1,41
6055,0.434,1,1,1,42
6055,0.511,1,1,1,43
6055,0.365,1,0,1,44
6055,0.386,1,1,1,46
6055,0.371,1,1,1,47
6055,0.479,1,1,1,48
6055,0.431,1,1,1,50
6055,0.356,1,1,1,53
6055,0.463,1,1,1,54
6055,0.415,1,0,1,55
6055,0.39,0,1,1,56
6055,0.476,1,1,1,57
6055,0.438,1,0,1,58
6055,0.389,1,0,1,60
6055,0.351,1,0,1,63
6055,0.372,1,1,1,64
6055,0.447,1,0,1,66
6055,0.363,1,0,1,69
6055,0.389,1,0,1,70
6055,0.472,1,0,1,71
6055,0.35,1,0,1,72
6055,0.33,1,0,1,73
6055,0.401,1,0,1,74
6055,0.381,1,0,1,77
6055,0.359,1,0,1,78
6055,0.3,1,0,1,80
6055,0.381,1,0,1,82
6055,0.345,1,0,1,83
6055,0.455,1,0,1,84
6055,0.397,0,1,1,85
6055,0.515,1,1,1,87
6055,0.417,1,1,1,88
6055,0.448,1,1,1,90
6055,0.405,1,1,1,91
6055,0.437,1,1,1,92
6055,0.414,1,0,1,93
6055,0.359,1,0,1,94
6055,0.43,1,1,1,97
6055,0.364,1,0,1,98
6055,0.439,1,1,1,99
6055,0.729,1,1,1,104
6055,0.399,1,0,1,105
6055,0.422,1,1,1,106
6055,0.362,1,0,1,109
6055,0.43,1,0,1,110
6055,0.44,1,1,1,111
6055,0.455,1,0,1,112
6055,0.504,1,1,1,116
6055,0.375,1,1,1,117
6055,0.389,1,0,1,118
6055,0.318,1,0,1,119
6055,0.447,1,0,1,122
6055,0.598,1,1,1,123
6055,0.365,1,0,1,124
6055,0.389,0,1,1,125
6055,0.382,1,0,1,126
6055,0.415,1,1,1,127
6055,0.372,1,0,1,3
6055,0.466,1,1,1,4
6055,0.393,1,0,1,6
6055,0.385,1,0,1,7
6055,0.339,1,0,1,8
6055,0.368,1,0,1,10
6055,0.424,0,1,1,11
6055,0.442,1,1,1,12
6055,0.363,1,0,1,15
6055,0.439,1,1,1,17
6055,0.523,1,1,1,19
6055,0.58,1,0,1,20
6055,0.423,1,1,1,21
6055,0.423,1,0,1,22
6055,0.356,1,1,1,23
6055,0.437,1,1,1,25
6055,0.423,1,1,1,27
6055,0.414,1,0,1,28
6055,0.339,1,0,1,30
6055,0.43,1,0,1,32
6055,0.539,1,1,1,33
6055,0.374,1,0,1,35
6055,0.457,1,0,1,39
6055,0.376,1,0,1,40
6055,0.379,1,1,1,42
6055,0.479,1,1,1,44
6055,0.389,1,1,1,45
6055,0.421,1,0,1,46
6055,0.619,1,1,1,48
6055,0.482,1,0,1,51
6055,0.342,1,0,1,52
6055,0.467,1,1,1,54
6055,0.455,1,1,1,55
6055,0.373,1,0,1,56
6055,0.352,1,0,1,57
6055,0.567,1,0,1,58
6055,0.373,0,1,1,59
6055,0.522,1,1,1,60
6055,0.364,1,0,1,62
6055,0.385,1,0,1,64
6055,0.401,1,0,1,65
6055,0.569,1,0,1,66
6055,0.381,1,1,1,67
6055,0.396,1,0,1,68
6055,0.437,1,0,1,69
6055,0.468,1,1,1,71
6055,0.438,1,1,1,72
6055,0.485,1,1,1,73
6055,0.395,1,0,1,74
6055,0.425,0,0,1,75
6055,0.432,1,1,1,76
6055,0.414,1,0,1,78
6055,0.38,1,1,1,79
6055,0.352,1,1,1,80
6055,0.497,1,1,1,81
6055,0.5,1,1,1,82
6055,0.388,1,0,1,83
6055,0.434,1,0,1,86
6055,0.365,1,1,1,88
6055,0.355,1,1,1,90
6055,0.396,1,0,1,91
6055,0.469,1,1,1,93
6055,0.451,1,1,1,94
6055,0.52,1,1,1,95
6055,0.339,0,1,1,96
6055,0.464,1,0,1,97
6055,0.646,1,0,1,98
6055,0.355,1,0,1,99
6055,0.405,1,1,1,100
6055,0.389,0,1,1,101
6055,0.688,1,1,1,103
6055,0.472,1,0,1,106
6055,0.353,1,0,1,107
6055,0.409,1,1,1,110
6055,0.561,1,1,1,114
6055,0.447,1,0,1,116
6055,0.455,1,1,1,117
6055,0.472,1,1,1,119
6055,0.573,1,1,1,121
6055,0.463,1,0,1,122
6055,0.589,1,0,1,124
6055,0.429,1,0,1,126
6055,0.439,1,0,1,127
6055,0.457,1,0,1,1
6055,0.481,1,1,1,2
6055,0.398,1,0,1,3
6055,0.473,1,0,1,5
6055,0.348,1,1,1,6
6055,0.422,1,0,1,7
6055,0.43,1,1,1,8
6055,0.381,1,0,1,9
6055,0.365,0,1,1,11
6055,0.345,1,1,1,12
6055,0.529,1,1,1,13
6055,0.407,1,0,1,15
6055,0.676,1,1,1,16
6055,0.347,1,0,1,17
6055,0.439,1,0,1,18
6055,0.419,1,0,1,20
6055,0.496,1,0,1,21
6055,0.389,1,0,1,22
6055,0.381,1,1,1,23
6055,0.377,1,1,1,28
6055,0.368,1,1,1,29
6055,0.539,1,1,1,31
6055,0.396,1,1,1,32
6055,0.339,1,0,1,33
6055,0.379,1,1,1,34
6055,0.35,1,1,1,35
6055,0.348,1,1,1,37
6055,0.347,1,0,1,38
6055,0.354,1,0,1,39
6055,0.389,1,1,1,42
6055,0.422,1,0,1,46
6055,0.406,1,1,1,47
6055,0.396,1,0,1,50
6055,0.439,1,1,1,53
6055,0.356,1,0,1,54
6055,0.404,1,1,1,56
6055,0.464,1,0,1,62
6055,0.438,1,1,1,64
6055,0.451,1,1,1,65
6055,0.347,1,0,1,66
6055,0.423,1,1,1,67
6055,0.392,1,1,1,68
6055,0.414,1,0,1,69
6055,0.464,1,1,1,70
6055,0.541,1,0,1,75
6055,0.369,1,0,1,76
6055,0.474,1,1,1,77
6055,0.506,1,1,1,78
6055,0.483,1,0,1,79
6055,0.507,1,1,1,80
6055,0.405,1,0,1,82
6055,0.439,1,1,1,84
6055,0.473,1,0,1,85
6055,0.372,1,1,1,86
6055,0.407,1,0,1,87
6055,0.571,1,1,1,88
6055,0.415,1,0,1,91
6055,0.439,1,0,1,93
6055,0.496,1,1,1,94
6055,0.346,1,0,1,95
6055,0.363,1,0,1,96
6055,0.436,1,0,1,100
6055,0.43,1,0,1,101
6055,0.434,1,0,1,102
6055,0.398,1,0,1,104
6055,0.463,1,1,1,106
6055,0.355,1,0,1,107
6055,0.385,1,0,1,109
6055,0.379,1,0,1,110
6055,0.361,1,0,1,111
6055,0.404,1,0,1,113
6055,0.515,1,1,1,114
6055,0.446,1,1,1,115
6055,0.414,1,0,1,116
6055,0.448,1,1,1,117
6055,0.405,1,1,1,118
6055,0.543,1,1,1,120
6055,0.426,1,1,1,121
6055,0.52,1,1,1,122
6055,0.401,1,1,1,123
6055,0.531,1,0,1,124
6055,0.398,1,1,1,125
6055,0.423,1,0,1,126
6055,0.447,1,1,1,127
6055,0.513,1,0,1,0
6055,0.517,1,1,1,1
6055,0.355,1,1,1,5
6055,0.615,1,0,1,6
6055,0.438,1,0,1,8
6055,0.372,1,1,1,11
6055,0.38,1,0,1,12
6055,0.432,0,1,1,13
6055,0.333,1,0,1,15
6055,0.334,1,0,1,16
6055,0.405,1,0,1,17
6055,0.397,1,0,1,18
6055,0.422,1,0,1,19
6055,0.463,1,1,1,21
6055,0.38,1,0,1,22
6055,0.383,1,0,1,23
6055,0.471,1,1,1,24
6055,0.45,1,1,1,25
6055,0.377,1,1,1,26
6055,0.414,1,0,1,27
6055,0.339,1,1,1,28
6055,0.397,1,0,1,29
6055,0.609,1,0,1,30
6055,0.504,1,1,1,33
6055,0.343,1,1,1,34
6055,0.39,1,1,1,36
6055,0.579,1,1,1,39
6055,0.388,1,0,1,40
6055,0.368,1,0,1,41
6055,0.363,1,0,1,44
6055,0.352,1,0,1,45
6055,0.346,1,0,1,46
6055,0.359,1,0,1,47
6055,0.355,0,0,1,48
6055,0.58,1,1,1,49
6055,0.408,1,1,1,51
6055,0.374,1,0,1,52
6055,0.361,1,0,1,54
6055,0.39,1,1,1,55
6055,0.381,1,0,1,56
6055,0.421,1,1,1,57
6055,0.36,1,1,1,58
6055,0.59,1,0,1,59
6055,0.359,1,0,1,60
6055,0.472,1,1,1,62
6055,0.521,1,1,1,63
6055,0.434,1,1,1,64
6055,0.389,1,0,1,66
6055,0.471,1,1,1,68
6055,0.498,1,1,1,69
6055,0.42,1,0,1,72
6055,0.386,1,0,1,73
6055,0.474,1,1,1,74
6055,0.381,1,0,1,75
6055,0.355,1,0,1,76
6055,0.381,1,1,1,77
6055,0.447,1,1,1,78
6055,0.446,1,1,1,80
6055,0.422,1,0,1,82
6055,0.371,1,0,1,83
6055,0.449,1,1,1,84
6055,0.383,1,1,1,85
6055,0.435,1,1,1,86
6055,0.356,1,0,1,87
6055,0.398,1,1,1,88
6055,0.64,1,1,1,90
6055,0.356,1,0,1,92
6055,0.463,1,1,1,93
6055,0.447,1,1,1,99
6055,0.393,1,1,1,101
6055,0.373,1,0,1,103
6055,0.405,1,1,1,104
6055,0.385,1,1,1,105
6055,0.413,1,1,1,106
6055,0.348,1,0,1,110
6055,0.506,1,1,1,111
6055,0.456,1,0,1,113
6055,0.429,1,1,1,115
6055,0.497,1,0,1,116
6055,0.418,1,1,1,119
6055,0.355,1,0,1,120
6055,0.359,1,0,1,121
6055,0.414,1,1,1,123
6055,0.344,1,0,1,127
6109,0.7618,1,1,1,2
6109,0.6981,1,1,1,3
6109,0.484,1,0,1,4
6109,0.5014,1,1,1,5
6109,0.3572,1,1,1,7
6109,0.4041,1,0,1,8
6109,0.5682,1,0,1,9
6109,0.5016,1,1,1,10
6109,0.4232,1,1,1,11
6109,0.7327,1,0,1,12
6109,0.4983,1,1,1,14
6109,0.5278,1,1,1,15
6109,0.4237,1,0,1,19
6109,0.5072,1,1,1,22
6109,0.5811,1,1,1,23
6109,0.4996,1,0,1,24
6109,0.4372,1,0,1,25
6109,0.4761,1,0,1,27
6109,0.7759,1,0,1,28
6109,0.774,1,0,1,29
6109,0.5674,1,0,1,30
6109,0.8711,1,0,1,36
6109,0.4939,1,1,1,38
6109,0.3981,1,1,1,41
6109,0.5341,1,1,1,42
6109,0.4457,1,0,1,43
6109,0.71,1,0,1,44
6109,0.429,1,0,1,46
6109,0.5606,1,1,1,47
6109,0.4496,1,0,1,49
6109,0.4534,1,0,1,51
6109,0.3813,1,0,1,52
6109,0.5582,1,1,1,54
6109,0.3928,1,0,1,56
6109,0.3819,1,1,1,57
6109,0.4359,1,0,1,58
6109,0.3094,1,0,1,59
6109,0.3634,1,0,1,61
6109,0.384,1,0,1,62
6109,0.4347,1,0,1,63
6109,0.4175,1,1,1,64
6109,0.4914,1,1,1,65
6109,0.4781,1,1,1,66
6109,0.5659,1,1,1,68
6109,0.6634,1,1,1,69
6109,0.3839,1,0,1,71
6109,0.499,1,0,1,72
6109,0.427,0,0,1,73
6109,0.5206,1,0,1,74
6109,0.412,1,1,1,77
6109,0.3832,1,1,1,79
6109,0.3854,1,1,1,80
6109,0.3813,1,1,1,81
6109,0.6475,1,1,1,84
6109,0.5464,1,0,1,87
6109,0.4883,1,0,1,89
6109,0.7175,1,0,1,92
6109,0.4748,1,0,1,93
6109,0.5068,1,1,1,96
6109,0.5185,1,1,1,99
6109,0.3829,1,0,1,100
6109,0.4454,1,0,1,103
6109,0.3992,1,0,1,104
6109,0.5315,1,1,1,105
6109,0.4198,1,1,1,108
6109,0.4277,1,1,1,109
6109,0.4448,1,0,1,110
6109,0.4102,1,1,1,112
6109,0.3416,1,0,1,113
6109,0.3564,1,1,1,114
6109,0.4124,1,1,1,115
6109,0.3265,1,0,1,116
6109,0.3529,1,0,1,117
6109,0.3249,1,0,1,118
6109,0.3796,1,1,1,119
6109,0.3869,1,1,1,120
6109,0.4795,1,1,1,121
6109,0.4077,1,1,1,122
6109,0.4234,1,0,1,123
6109,0.4623,1,1,1,125
6109,0.5171,1,1,1,126
6109,0.6549,1,1,1,0
6109,0.4344,1,1,1,1
6109,0.485,1,0,1,2
6109,0.4397,1,0,1,3
6109,0.4259,1,0,1,4
6109,0.4601,1,1,1,6
6109,0.5485,1,0,1,7
6109,0.4501,0,0,1,9
6109,0.502,1,1,1,11
6109,0.5143,1,1,1,12
6109,0.5213,1,0,1,13
6109,0.3553,1,0,1,16
6109,0.3756,1,0,1,17
6109,0.401,1,0,1,18
6109,0.8413,0,1,1,21
6109,0.682,1,0,1,23
6109,0.7156,1,0,1,24
6109,0.4479,1,0,1,25
6109,0.5324,1,0,1,26
6109,0.669,1,1,1,27
6109,0.4323,1,0,1,29
6109,0.427,1,0,1,30
6109,0.5435,1,1,1,33
6109,0.5276,1,1,1,34
6109,0.8115,1,0,1,37
6109,0.4051,1,0,1,38
6109,0.5352,1,1,1,40
6109,0.5665,1,1,1,41
6109,0.4166,1,0,1,42
6109,0.4413,1,0,1,44
6109,0.4885,1,1,1,46
6109,0.4287,1,0,1,48
6109,0.4074,1,0,1,49
6109,0.474,1,1,1,51
6109,0.662,1,0,1,53
6109,0.4883,1,1,1,54
6109,0.7498,1,1,1,57
6109,0.5144,1,0,1,58
6109,0.4734,1,0,1,59
6109,0.8271,1,1,1,60
6109,0.5802,1,1,1,61
6109,0.5468,1,0,1,63
6109,0.6431,1,1,1,64
6109,0.4434,1,1,1,66
6109,0.4772,1,0,1,70
6109,0.5533,1,1,1,71
6109,0.4534,1,1,1,72
6109,0.5408,1,1,1,73
6109,0.5454,1,1,1,74
6109,0.4475,1,0,1,76
6109,0.6822,1,1,1,77
6109,0.5087,1,1,1,79
6109,0.386,1,0,1,81
6109,0.4287,1,0,1,82
6109,0.3823,1,0,1,83
6109,0.388,1,1,1,85
6109,0.5233,1,1,1,87
6109,0.5093,1,1,1,89
6109,0.4615,1,1,1,90
6109,0.3775,1,0,1,92
6109,0.4683,1,1,1,93
6109,0.5408,1,0,1,94
6109,0.428,1,0,1,95
6109,0.5723,1,1,1,96
6109,0.4297,1,0,1,97
6109,0.433,1,1,1,98
6109,0.4989,1,0,1,99
6109,0.3843,1,1,1,103
6109,0.5025,1,1,1,104
6109,0.5391,1,1,1,107
6109,0.4022,1,0,1,108
6109,0.4868,1,1,1,109
6109,0.3572,1,1,1,110
6109,0.6326,1,1,1,113
6109,0.4795,1,1,1,114
6109,0.4538,1,1,1,115
6109,0.6395,1,0,1,117
6109,0.5762,1,0,1,118
6109,0.559,1,0,1,121
6109,0.528,1,1,1,122
6109,0.4126,1,1,1,123
6109,0.5683,1,0,1,124
6109,0.7495,1,0,1,125
6109,0.825,1,1,1,0
6109,0.4081,1,0,1,1
6109,0.3855,1,0,1,2
6109,0.42,1,0,1,6
6109,0.3765,1,0,1,7
6109,0.467,1,0,1,9
6109,0.533,1,0,1,12
6109,0.4621,1,1,1,15
6109,0.5693,1,0,1,17
6109,0.4125,1,1,1,18
6109,0.3884,1,0,1,19
6109,0.4136,1,0,1,20
6109,0.4491,0,0,1,21
6109,0.4151,0,0,1,22
6109,0.551,1,1,1,23
6109,0.6639,1,0,1,25
6109,0.4093,1,1,1,26
6109,0.4081,1,0,1,28
6109,0.409,1,1,1,29
6109,0.5033,1,1,1,30
6109,0.4568,1,1,1,31
6109,0.5012,1,0,1,33
6109,0.4192,0,0,1,34
6109,0.498,1,0,1,35
6109,0.4092,1,1,1,36
6109,0.4838,1,0,1,37
6109,0.5185,1,1,1,38
6109,0.5608,1,1,1,39
6109,0.6083,1,0,1,40
6109,0.3864,1,1,1,41
6109,0.3972,1,0,1,42
6109,0.6499,1,1,1,43
6109,0.488,1,0,1,44
6109,0.5439,1,1,1,45
6109,0.4176,1,1,1,47
6109,0.4205,1,1,1,50
6109,0.6268,1,0,1,51
6109,0.5039,1,0,1,52
6109,0.6132,1,0,1,53
6109,0.5519,1,1,1,56
6109,0.4496,1,0,1,58
6109,0.3627,1,1,1,61
6109,0.4739,1,0,1,63
6109,0.5232,1,1,1,64
6109,0.5076,1,1,1,67
6109,0.6196,1,1,1,68
6109,0.5811,1,1,1,70
6109,0.5426,1,1,1,71
6109,0.6853,1,1,1,75
6109,0.656,1,1,1,77
6109,0.461,1,1,1,78
6109,0.4487,1,0,1,80
6109,0.4346,1,0,1,82
6109,0.3759,1,0,1,83
6109,0.4383,1,0,1,84
6109,0.5278,1,0,1,85
6109,0.4506,0,0,1,86
6109,0.7536,1,1,1,87
6109,0.518,1,1,1,88
6109,0.4587,0,0,1,90
6109,0.7217,1,1,1,94
6109,0.4916,1,0,1,95
6109,0.4397,1,1,1,96
6109,0.6706,1,0,1,97
6109,0.5259,1,1,1,100
6109,0.6648,1,0,1,102
6109,0.4943,1,1,1,105
6109,0.4553,1,1,1,107
6109,0.4827,1,1,1,108
6109,0.3675,1,0,1,109
6109,0.3111,1,0,1,110
6109,0.3868,1,0,1,116
6109,0.517,1,1,1,117
6109,0.5744,1,0,1,119
6109,0.454,1,1,1,120
6109,0.4464,1,1,1,122
6109,0.5659,1,0,1,124
6109,0.427,0,1,1,125
6109,0.675,1,1,1,126
6109,0.6586,1,0,1,127
6109,0.6301,0,1,1,1
6109,0.3611,1,0,1,2
6109,0.3856,1,0,1,3
6109,0.4558,1,1,1,5
6109,0.499,1,0,1,10
6109,0.6535,0,0,1,11
6109,0.5066,1,1,1,13
6109,0.6332,1,1,1,16
6109,0.4732,1,1,1,17
6109,0.4624,1,1,1,19
6109,0.415,1,1,1,20
6109,0.473,1,0,1,24
6109,0.4473,1,0,1,26
6109,0.4032,1,0,1,27
6109,0.4418,1,1,1,28
6109,0.3992,1,0,1,29
6109,0.4116,0,1,1,30
6109,0.5514,1,0,1,32
6109,0.4668,1,1,1,34
6109,0.4924,1,1,1,35
6109,0.8614,1,0,1,36
6109,0.3635,0,1,1,37
6109,0.4958,1,0,1,39
6109,0.4517,1,0,1,40
6109,0.4089,1,1,1,42
6109,0.444,1,0,1,43
6109,0.4533,1,0,1,45
6109,0.4644,1,1,1,47
6109,0.4808,1,1,1,48
6109,0.4311,1,1,1,49
6109,0.4197,1,1,1,50
6109,0.435,1,0,1,51
6109,0.4633,1,0,1,52
6109,0.6245,1,1,1,57
6109,0.4854,1,1,1,58
6109,0.4942,1,1,1,60
6109,0.4612,1,0,1,61
6109,0.6645,1,1,1,62
6109,0.4037,1,0,1,63
6109,0.5203,1,0,1,64
6109,0.4378,1,0,1,66
6109,0.5251,1,0,1,67
6109,0.5776,1,0,1,68
6109,0.5772,0,0,1,69
6109,0.5486,1,1,1,70
6109,0.5458,1,0,1,71
6109,0.4593,1,1,1,72
6109,0.4328,1,0,1,75
6109,0.5321,1,1,1,76
6109,0.5301,1,1,1,77
6109,0.4299,1,1,1,78
6109,0.4481,1,1,1,79
6109,0.5256,1,1,1,80
6109,0.5528,1,1,1,81
6109,0.5147,1,0,1,82
6109,0.4865,1,0,1,83
6109,0.4384,1,0,1,84
6109,0.3825,1,0,1,85
6109,0.3622,1,0,1,86
6109,0.4006,0,1,1,87
6109,0.4965,1,0,1,88
6109,0.5241,1,0,1,89
6109,0.5146,0,0,1,90
6109,0.445,1,1,1,91
6109,0.3974,1,1,1,94
6109,0.4711,1,1,1,96
6109,0.4963,1,1,1,99
6109,0.4318,1,0,1,100
6109,0.3872,1,0,1,101
6109,0.3947,1,1,1,102
6109,0.3964,1,1,1,106
6109,0.4724,1,1,1,108
6109,0.4572,1,0,1,109
6109,0.3818,1,1,1,113
6109,0.4233,0,1,1,114
6109,0.515,1,1,1,115
6109,0.3999,1,0,1,116
6109,0.3885,1,0,1,118
6109,0.4297,1,0,1,119
6109,0.5149,1,0,1,120
6109,0.4767,1,1,1,124
6109,0.3966,1,1,1,125
6109,0.5536,1,1,1,1
6109,0.5677,1,1,1,8
6109,0.7926,1,0,1,9
6109,0.4257,1,0,1,11
6109,0.3945,1,0,1,12
6109,0.4591,1,1,1,13
6109,0.5696,1,0,1,14
6109,0.4511,1,0,1,16
6109,0.4808,1,1,1,17
6109,0.4947,1,1,1,18
6109,0.5147,1,1,1,19
6109,0.4291,1,0,1,20
6109,0.7012,1,0,1,21
6109,0.4317,1,1,1,22
6109,0.4603,1,0,1,23
6109,0.5223,1,1,1,24
6109,0.4769,1,1,1,26
6109,0.4722,1,1,1,27
6109,0.4816,1,0,1,32
6109,0.3601,1,0,1,33
6109,0.6049,1,1,1,35
6109,0.5065,1,1,1,36
6109,0.4298,1,0,1,38
6109,0.4651,1,1,1,39
6109,0.3827,1,1,1,40
6109,0.3859,1,0,1,41
6109,0.6095,1,0,1,42
6109,0.4279,1,1,1,45
6109,0.4334,1,1,1,46
6109,0.5166,1,1,1,47
6109,0.6174,1,0,1,48
6109,0.4343,0,1,1,52
6109,0.3558,1,0,1,53
6109,0.4471,1,0,1,54
6109,0.5111,1,0,1,56
6109,0.5515,1,0,1,57
6109,0.3835,1,0,1,58
6109,0.5843,0,1,1,63
6109,0.6212,0,1,1,64
6109,0.3725,1,0,1,67
6109,0.7205,1,0,1,69
6109,0.4581,1,1,1,70
6109,0.4251,1,0,1,71
6109,0.5214,1,1,1,72
6109,0.453,1,0,1,73
6109,0.3773,1,1,1,74
6109,0.5822,1,1,1,77
6109,0.3649,1,0,1,78
6109,0.4016,1,1,1,80
6109,0.4308,1,1,1,81
6109,0.4393,1,1,1,85
6109,0.5697,1,0,1,86
6109,0.3692,1,0,1,88
6109,0.3325,1,0,1,89
6109,0.4033,0,1,1,91
6109,0.4089,1,0,1,92
6109,0.5027,1,1,1,93
6109,0.5498,1,0,1,96
6109,0.4078,1,0,1,97
6109,0.4916,1,0,1,99
6109,0.365,1,0,1,100
6109,0.4429,1,1,1,101
6109,0.4101,1,0,1,102
6109,0.4218,1,0,1,104
6109,0.3792,1,0,1,105
6109,0.6001,1,1,1,106
6109,0.5091,1,1,1,108
6109,0.3822,1,1,1,109
6109,0.3582,1,0,1,110
6109,0.4416,1,0,1,112
6109,0.513,1,1,1,113
6109,0.4647,1,0,1,114
6109,0.4613,1,1,1,117
6109,0.532,1,0,1,118
6109,0.5965,1,1,1,119
6109,0.4365,1,0,1,121
6109,0.403,1,1,1,122
6109,0.2916,1,0,1,123
6109,0.4137,1,1,1,124
6109,0.421,1,1,1,125
6109,0.4077,1,1,1,127
6109,0.5559,1,0,1,0
6109,0.5549,1,1,1,1
6109,0.4264,1,1,1,2
6109,0.4062,1,1,1,3
6109,0.3995,1,1,1,4
6109,0.4885,1,0,1,6
6109,0.4169,1,0,1,7
6109,0.4055,1,0,1,9
6109,0.5801,1,1,1,10
6109,0.7189,1,0,1,15
6109,0.4417,1,1,1,16
6109,0.4624,1,1,1,18
6109,0.3921,1,0,1,19
6109,0.4696,1,0,1,21
6109,0.4322,1,1,1,22
6109,0.3848,0,1,1,23
6109,0.5744,1,1,1,24
6109,0.3849,1,0,1,25
6109,0.4753,1,1,1,26
6109,0.4389,1,1,1,27
6109,0.3961,1,0,1,28
6109,0.3869,1,1,1,30
6109,0.4831,1,1,1,31
6109,0.4956,1,1,1,32
6109,0.4439,1,1,1,34
6109,0.3545,1,0,1,38
6109,0.3926,1,1,1,40
6109,0.3535,1,1,1,41
6109,0.532,1,1,1,42
6109,0.5282,1,1,1,43
6109,0.4843,1,0,1,44
6109,0.3865,1,1,1,45
6109,0.383,1,0,1,46
6109,0.3862,1,0,1,47
6109,0.3534,1,0,1,48
6109,0.364,1,1,1,50
6109,0.4469,1,0,1,53
6109,0.5264,1,0,1,54
6109,0.3992,1,0,1,55
6109,0.4418,1,1,1,57
6109,0.5899,1,0,1,58
6109,0.4347,1,0,1,61
6109,0.3623,0,0,1,64
6109,0.381,1,0,1,66
6109,0.3819,0,0,1,67
6109,0.429,1,1,1,71
6109,0.4098,1,0,1,72
6109,0.4043,1,0,1,74
6109,0.5923,1,1,1,75
6109,0.4417,1,1,1,76
6109,0.3907,1,0,1,78
6109,0.5045,1,1,1,80
6109,0.4754,1,0,1,81
6109,0.3648,1,0,1,82
6109,0.4598,1,1,1,83
6109,0.359,1,1,1,84
6109,0.4816,1,1,1,86
6109,0.371,1,0,1,87
6109,0.3339,1,1,1,88
6109,0.363,1,0,1,90
6109,0.436,1,1,1,92
6109,0.3892,1,1,1,94
6109,0.3684,1,1,1,96
6109,0.6585,1,1,1,97
6109,0.4316,1,1,1,98
6109,0.4385,1,0,1,99
6109,0.3786,1,0,1,103
6109,0.3569,1,0,1,104
6109,0.4335,1,1,1,105
6109,0.3849,1,0,1,108
6109,0.3349,1,0,1,109
6109,0.3102,1,0,1,110
6109,0.416,1,0,1,111
6109,0.3384,1,0,1,112
6109,0.3587,1,0,1,115
6109,0.3586,1,0,1,117
6109,0.4811,1,0,1,118
6109,0.4067,1,1,1,119
6109,0.7806,1,0,1,121
6109,0.5022,1,1,1,123
6109,0.391,1,1,1,124
6109,0.517,1,1,1,126
6109,0.3526,1,0,1,1
6109,0.3889,1,0,1,2
6109,0.4689,1,1,1,3
6109,0.4094,1,1,1,4
6109,0.3755,1,1,1,5
6109,0.4592,0,0,1,6
6109,0.56,1,1,1,7
6109,0.3502,1,1,1,8
6109,0.4408,1,0,1,9
6109,0.388,1,1,1,10
6109,0.3388,1,0,1,11
6109,0.4652,0,1,1,12
6109,0.5613,1,0,1,13
6109,0.4911,1,0,1,14
6109,0.4091,1,0,1,15
6109,0.4906,1,0,1,18
6109,0.7343,1,1,1,20
6109,0.7895,1,0,1,21
6109,0.4771,1,0,1,22
6109,0.3351,1,1,1,26
6109,0.4685,1,0,1,27
6109,0.3625,1,1,1,28
6109,0.6016,1,0,1,31
6109,0.4641,1,1,1,32
6109,0.4483,1,0,1,33
6109,0.4594,1,1,1,34
6109,0.5824,1,0,1,35
6109,0.4025,1,0,1,36
6109,0.5169,1,0,1,37
6109,0.6516,1,1,1,38
6109,0.3401,1,0,1,39
6109,0.489,1,0,1,40
6109,0.4642,1,1,1,41
6109,0.4849,1,1,1,42
6109,0.361,1,0,1,46
6109,0.4913,1,0,1,47
6109,0.5068,1,1,1,48
6109,0.3213,1,1,1,51
6109,0.4563,0,0,1,52
6109,0.3677,1,1,1,55
6109,0.551,1,0,1,56
6109,0.3422,1,1,1,59
6109,0.4083,1,0,1,61
6109,0.3472,1,1,1,63
6109,0.3848,1,0,1,64
6109,0.5564,1,1,1,66
6109,0.4329,1,0,1,67
6109,0.3593,1,1,1,69
6109,0.5344,1,0,1,70
6109,0.4057,0,1,1,74
6109,0.4394,0,1,1,75
6109,0.4964,1,1,1,77
6109,0.6621,1,1,1,78
6109,0.4349,1,1,1,82
6109,0.4123,1,1,1,83
6109,0.3618,1,0,1,84
6109,0.4088,1,0,1,85
6109,0.6922,1,1,1,86
6109,0.5464,1,1,1,87
6109,0.4217,1,0,1,88
6109,0.4545,1,0,1,90
