,participant,rt,accuracy,congruency_num,spacing_num
2428,7840,0.501,1,1,1
2429,3910,0.5956,1,1,1
2430,916,0.3713,1,0,1
2431,3292,0.4371,1,0,1
2432,1638,0.4995,1,1,1
2433,3754,0.4856,1,0,1
2434,7813,0.442,1,1,1
2435,6583,0.4467,1,0,1
2436,8308,0.576,1,0,1
2437,5731,0.394,1,1,1
2438,833,0.5375,1,1,1
2439,810,0.6035,1,1,1
2440,1597,0.482,1,1,1
2441,5761,0.4588,1,1,1
2442,7924,0.4975,1,1,1
2443,1821,0.4624,1,0,1
2444,1761,0.4524,1,0,1
2445,8788,0.3628,1,0,1
2446,1538,0.3937,1,0,1
2447,5815,0.4045,1,1,1
2448,3754,0.6703,1,0,1
2449,3292,0.4235,0,1,1
2450,1582,0.3702,1,0,1
2451,8521,0.415,1,0,1
2452,1638,0.3933,1,0,1
2453,5731,0.461,1,1,1
2454,3292,0.4667,1,1,1
2455,6427,0.366,1,1,1
2456,5803,0.466,1,0,1
2457,3580,0.373,1,1,1
2459,5761,0.4618,1,0,1
2460,8788,0.5418,1,1,1
2461,808,0.3994,1,1,1
2462,7828,0.355,1,0,1
2463,833,0.4003,1,0,1
2464,6844,0.418,1,0,1
2465,6214,0.3874,1,0,1
2466,7924,0.4592,1,1,1
2467,1430,0.369,1,0,1
2468,916,0.5513,1,0,1
2469,7768,0.6715,1,1,1
2470,4264,0.3725,1,0,1
2471,6055,0.406,1,0,1
2472,1583,0.4448,0,1,1
2473,8026,0.382,1,1,1
2474,1824,0.5233,1,0,1
2475,808,0.4907,1,1,1
2476,845,0.45,1,0,1
2477,3487,0.3069,1,0,1
2478,6214,0.3316,1,0,1
2479,3910,0.3577,1,0,1
2480,3625,0.5102,1,0,1
2481,6253,0.518,1,0,1
2482,5575,0.3016,1,0,1
2483,985,0.439,0,1,1
2484,916,0.4069,1,0,1
2485,1583,0.4227,1,0,1
2486,1638,0.5994,1,0,1
2487,6214,0.3522,1,1,1
2488,1538,0.7225,1,1,1
2489,6109,0.4598,1,1,1
2490,275,0.483,1,0,1
2491,161753,0.467,1,1,1
2492,8704,0.407,1,0,1
2493,6427,0.403,1,1,1
2494,6253,0.362,1,1,1
2495,3910,0.482,1,1,1
2496,808,0.4287,1,1,1
2497,161753,0.504,1,1,1
2498,6055,0.395,1,1,1
2499,6361,0.382,1,0,1
2500,8311,0.388,1,1,1
2501,3286,0.388,1,1,1
2502,1430,0.647,0,1,1
2503,985,0.41,1,0,1
2504,7924,0.4089,1,1,1
2505,6262,0.3888,1,1,1
2506,1108,0.559,1,0,1
2508,3580,0.454,1,1,1
2509,1657,0.3524,1,1,1
2510,8311,0.46,1,0,1
2511,4222,0.5123,1,1,1
2512,7924,0.4077,1,0,1
2513,161753,0.492,1,1,1
2514,8026,0.379,1,0,1
2515,4222,0.4246,1,0,1
2516,7924,0.3548,1,0,1
2517,337788,0.559,1,0,1
2518,916,0.7033,1,0,1
2519,810,0.4227,1,1,1
2520,7624,0.381,1,1,1
2521,6844,0.442,1,1,1
2522,7828,0.514,1,1,1
2523,8788,0.4174,1,0,1
2524,3625,0.4432,1,0,1
2525,8446,0.3895,1,0,1
2526,8788,0.4508,1,1,1
2527,8311,0.38,1,0,1
2528,845,0.435,1,0,1
2529,3487,0.4084,0,1,1
2531,6214,0.3767,1,1,1
2532,1601,0.4145,1,1,1
2533,8311,0.41,1,0,1
2534,916,0.363,1,1,1
2535,7807,0.3971,1,1,1
2536,161753,0.408,1,0,1
2537,1597,0.414,1,0,1
2538,6634,0.4337,1,0,1
2539,6109,0.368,1,1,1
2540,837,0.369,1,1,1
2541,6253,0.585,1,1,1
2542,3988,0.527,1,1,1
2543,8785,0.4234,1,1,1
2544,1638,0.6234,1,1,1
2545,1108,0.4488,1,1,1
2546,337788,0.469,1,1,1
2547,1108,0.4666,1,1,1
2548,8788,0.3808,1,0,1
2549,6253,0.344,1,0,1
2550,6109,0.3843,1,1,1
2551,3292,0.457,1,0,1
2552,1768,0.486,1,0,1
2553,8788,0.5315,1,1,1
2554,5761,0.5116,1,1,1
2555,6262,0.5144,1,1,1
2556,8026,0.383,1,0,1
2557,3292,0.6365,1,1,1
2558,1824,0.3465,1,0,1
2559,8785,0.5368,1,1,1
2560,3625,0.4429,1,0,1
2561,7939,0.444,1,1,1
2562,7813,0.342,1,0,1
2563,916,0.4985,1,1,1
2564,985,0.37,1,1,1
2565,7840,0.466,1,1,1
2566,1638,0.5351,1,1,1
2567,5332,0.367,1,0,1
2568,6361,0.502,1,0,1
2569,916,0.4804,1,1,1
2570,6583,0.4199,1,0,1
2571,1108,0.4047,1,1,1
2572,1108,0.4823,1,0,1
2573,8026,0.351,1,0,1
2574,1583,0.679,1,0,1
2575,6634,0.3962,1,0,1
2576,3988,0.4004,1,0,1
2577,6253,0.408,1,1,1
2578,1768,0.57,1,0,1
2579,1582,0.4044,1,0,1
2580,1583,0.4338999999999999,1,0,1
2581,8446,0.3365,1,0,1
2582,5731,0.39,1,1,1
2583,3625,0.7076,1,1,1
2584,8755,0.3995,1,0,1
2585,7924,0.4555,1,0,1
2586,3487,0.4341,1,1,1
2587,6109,0.3868,1,0,1
2588,4264,0.3386,1,0,1
2589,8446,0.422,1,1,1
2590,810,0.5437,1,0,1
2591,7624,0.384,1,0,1
2592,1430,0.34,1,0,1
2593,6361,0.505,1,1,1
2594,1538,0.3552,1,1,1
2595,6361,0.659,1,0,1
2596,7840,0.441,1,1,1
2597,1614,0.546,1,0,1
2598,3754,0.4599,1,1,1
2600,1813,0.3057,1,1,1
2601,8521,0.4394,1,1,1
2602,833,0.4835,1,0,1
2603,3988,0.4422,1,1,1
2604,3292,0.4581,1,1,1
2605,916,0.5233,1,0,1
2606,1614,0.43,1,1,1
2607,6055,0.438,1,0,1
2608,8446,0.4552,1,1,1
2609,6109,0.3401,1,0,1
2610,1507,0.427,1,0,1
2611,1108,0.3268,1,0,1
2612,4222,0.4087,1,1,1
2613,8311,0.431,0,1,1
2614,5815,0.3311,1,0,1
2615,8788,0.6016,1,1,1
2616,8704,0.457,1,0,1
2617,916,0.3552,1,0,1
2618,8788,0.3893,1,0,1
2619,1430,0.571,1,1,1
2620,6844,0.506,1,1,1
2621,1761,0.4344,1,1,1
2622,1582,0.4669,1,0,1
2623,5761,0.4637,1,0,1
2624,7828,0.4114,1,0,1
2625,916,0.6268,1,0,1
2626,1583,0.5251,1,0,1
2627,4222,0.3505,1,1,1
2628,3754,0.5414,1,1,1
2629,1601,0.5832,1,1,1
2630,8704,0.575,1,0,1
2631,7924,0.4562,1,0,1
2632,6214,0.459,1,1,1
2633,337788,0.468,1,0,1
2634,1614,0.526,1,1,1
2635,1507,0.6015,1,1,1
2636,3487,0.4414,1,0,1
2637,5575,0.4402,1,1,1
2638,7828,0.4992,1,1,1
2639,1824,0.4592,1,1,1
2640,7813,0.376,1,1,1
2641,810,0.3905,1,0,1
2642,6214,0.567,1,1,1
2643,7807,0.406,1,0,1
2644,6253,0.492,1,0,1
2645,4222,0.3937,0,0,1
2646,3754,0.5245,1,0,1
2647,6055,0.377,1,0,1
2649,5803,0.402,1,0,1
2650,7939,0.484,1,1,1
2651,985,0.375,1,0,1
2652,3487,0.4344,1,0,1
2653,8026,0.58,1,0,1
2654,1824,0.3956,1,1,1
2655,1824,0.4274,1,0,1
2656,6109,0.3362,1,0,1
2657,5281,0.472,1,1,1
2658,7939,0.545,1,1,1
2659,6055,0.476,1,1,1
2660,1582,0.4677,1,1,1
2661,7807,0.3902,1,1,1
2662,7624,0.42,1,0,1
2663,7813,0.339,1,0,1
2664,6844,0.718,1,0,1
2665,275,0.416,1,1,1
2666,6361,0.415,1,0,1
2667,8311,0.483,1,0,1
2668,1824,0.5249,1,1,1
2669,810,0.4954,1,1,1
2670,1761,0.4214,1,1,1
2671,7924,0.3821,1,0,1
2672,1821,0.3015,1,0,1
2673,5281,0.372,1,1,1
2674,337788,0.442,1,0,1
2675,7840,0.486,1,0,1
2676,1583,0.5566,1,1,1
2677,3487,0.3158,0,1,1
2678,810,0.4056,1,0,1
2679,5281,0.438,1,0,1
2680,3292,0.6808,1,0,1
2681,1108,0.3491,1,0,1
2682,8521,0.5163,1,1,1
2683,1824,0.5666,1,1,1
2684,1538,0.4211,1,1,1
2685,1657,0.3669,0,1,1
2686,1657,0.4039,1,0,1
2687,3286,0.411,1,0,1
2688,3286,0.64,1,0,1
2689,5761,0.5289,1,1,1
2690,6427,0.481,1,0,1
2691,3487,0.5356,1,1,1
2692,7840,0.395,1,0,1
2693,6361,0.552,1,1,1
2694,7768,0.4477,1,0,1
2695,8788,0.3789,1,0,1
2696,7624,0.584,1,1,1
2697,1538,0.4919,1,0,1
2698,7807,0.3903,1,0,1
2699,1583,0.4373,1,1,1
2700,8755,0.4381,1,1,1
2701,7624,0.402,1,0,1
2702,3292,0.6309,1,0,1
2703,1582,0.4756,1,0,1
2704,8788,0.3677,1,0,1
2705,6844,0.43,1,0,1
2706,808,0.5974,1,0,1
2707,8521,0.7035,1,0,1
2708,3625,0.5801,1,1,1
2709,6427,0.452,1,0,1
2710,1597,0.598,1,1,1
2711,1430,0.354,1,0,1
2712,1108,0.3529,1,1,1
2713,3625,0.4061,1,0,1
2714,6361,0.698,1,0,1
2715,8755,0.419,1,0,1
2716,3625,0.5051,1,1,1
2717,8788,0.4008,1,1,1
2718,985,0.409,1,1,1
2719,6583,0.4101,1,0,1
2720,1583,0.4635,1,1,1
2721,161753,0.475,1,0,1
2722,6253,0.369,1,1,1
2723,1538,0.5504,1,1,1
2724,1614,0.459,1,0,1
2725,985,0.371,1,0,1
2726,5281,0.404,1,0,1
2727,7840,0.54,1,1,1
2728,6109,0.4852,1,0,1
2729,6427,0.397,1,0,1
2730,1821,0.338,1,1,1
2731,3910,0.4313,1,0,1
2732,985,0.382,1,0,1
2733,7807,0.3606,1,0,1
2734,7939,0.445,1,1,1
2735,916,0.7242,1,0,1
2736,6262,0.4604,1,1,1
2737,5281,0.449,1,1,1
2738,1582,0.3654,1,1,1
2739,7768,0.5175,1,0,1
2740,845,0.35,1,1,1
2741,7807,0.3264,0,1,1
2742,8026,0.484,1,0,1
2743,6361,0.537,1,1,1
2744,3988,0.5841,0,1,1
2745,5575,0.4691,1,1,1
2746,7840,0.567,1,0,1
2747,1761,0.4521,1,0,1
2748,6262,0.4133,1,0,1
2749,3292,0.5919,1,1,1
2750,7624,0.354,1,1,1
2751,808,0.3662,1,0,1
2752,5281,0.352,1,0,1
2753,837,0.651,0,0,1
2754,8785,0.5414,1,1,1
2755,833,0.5351,1,1,1
2756,3625,0.4548,0,1,1
2757,6634,0.4525,1,0,1
2758,6844,0.354,1,0,1
2759,1768,0.423,1,0,1
2760,8311,0.428,1,1,1
2761,5731,0.411,1,0,1
2762,1601,0.4458,1,1,1
2763,3988,0.3874,1,1,1
2764,4222,0.4742,1,0,1
2765,1430,0.543,1,1,1
2766,1821,0.5533,1,1,1
2767,1601,0.4078,1,0,1
2768,8308,0.404,1,0,1
2769,1582,0.6305,1,0,1
2770,6214,0.3753,1,0,1
2771,6583,0.4243,1,0,1
2772,5761,0.3603,0,1,1
2773,7924,0.4691,1,1,1
2774,161753,0.446,1,0,1
2775,810,0.447,1,1,1
2776,1824,0.4643,1,0,1
2777,3910,0.341,1,0,1
2778,1638,0.3855,1,1,1
2779,1507,0.6084,1,1,1
2780,1663,0.449,1,1,1
2781,1108,0.4785,1,1,1
2782,4264,0.461,1,0,1
2783,808,0.4541,1,0,1
2784,3625,0.3943,1,1,1
2785,1821,0.571,1,0,1
2786,5815,0.7083,1,0,1
2787,6055,0.398,1,1,1
2788,1507,0.4264,1,0,1
2789,7828,0.4697,1,0,1
2790,6634,0.5173,1,0,1
2791,1768,0.385,1,1,1
2792,8755,0.4074,1,1,1
2793,985,0.328,1,0,1
2794,5731,0.529,1,1,1
2795,7624,0.42,1,0,1
2796,7924,0.5141,1,0,1
2797,5332,0.502,1,1,1
2798,833,0.4679,1,0,1
2799,8755,0.4385,1,0,1
2800,1507,0.4401,1,1,1
2801,1821,0.4895,1,1,1
2802,5803,0.365,1,1,1
2803,8704,0.465,1,0,1
2804,8788,0.365,1,0,1
2805,1657,0.3502,1,1,1
2806,3580,0.35,1,1,1
2807,1582,0.4519,1,0,1
2808,7756,0.3848,0,1,1
2809,7840,0.713,1,1,1
2810,1638,0.5274,1,0,1
2811,7756,0.6237,1,1,1
2812,8704,0.665,1,1,1
2813,1430,0.373,1,0,1
2814,1824,0.3804,1,1,1
2815,8026,0.586,1,1,1
2816,1761,0.4554,1,0,1
2817,1430,0.453,1,1,1
2818,7840,0.901,1,0,1
2819,8788,0.3473,1,0,1
2820,4222,0.341,1,0,1
2821,8026,0.468,1,0,1
2823,1813,0.4871,1,0,1
2824,7624,0.471,1,0,1
2825,837,0.388,1,1,1
2826,7624,0.321,1,0,1
2827,7756,0.4698,1,0,1
2828,6361,0.46,1,0,1
2829,1108,0.4047,1,1,1
2830,1582,0.5096,1,0,1
2831,6361,0.439,1,0,1
2832,5803,0.406,1,0,1
2833,5815,0.4658,1,0,1
2834,8521,0.4007,1,0,1
2835,1824,0.82,1,1,1
2836,1582,0.6222,1,1,1
2837,6583,0.3426,1,1,1
2838,5575,0.6036,1,0,1
2839,8311,0.631,1,1,1
2840,7756,0.3874,1,0,1
2841,6214,0.5452,1,1,1
2842,1507,0.451,1,1,1
2843,4222,0.5138,1,1,1
2844,3625,0.5594,0,0,1
2845,275,0.345,1,1,1
2846,6055,0.501,1,1,1
2847,337788,0.559,1,1,1
2848,5575,0.5031,1,1,1
2849,8521,0.4812,1,1,1
2850,8446,0.3026,0,1,1
2851,810,0.452,1,0,1
2852,1582,0.4008,1,0,1
2853,337788,0.591,1,1,1
2854,7840,0.462,1,0,1
2855,1430,0.467,1,1,1
2856,6253,0.63,1,1,1
2857,3988,0.414,0,1,1
2858,7756,0.3812,1,1,1
2859,8521,0.4433,1,0,1
2860,985,0.383,1,1,1
2861,985,0.455,1,1,1
2862,1768,0.695,1,1,1
2863,8785,0.5069,1,0,1
2864,1108,0.4397,1,1,1
2865,3487,0.3544,1,0,1
2867,5281,0.531,1,1,1
2868,1657,0.4174,1,0,1
2869,3580,0.273,0,0,1
2870,7924,0.5182,1,1,1
2871,6361,0.499,1,1,1
2872,6634,0.6131,1,0,1
2873,1638,0.3659,1,0,1
2874,1657,0.3846,1,1,1
2875,8788,0.401,1,1,1
2876,161753,0.41,1,1,1
2877,6109,0.4218,1,0,1
2878,1538,0.43,1,1,1
2879,4264,0.4564,1,0,1
2880,6214,0.4488,1,1,1
2881,275,0.4,1,1,1
2882,8785,0.4549,1,0,1
2883,1538,0.5803,1,1,1
2884,1761,0.5337,1,1,1
2885,1761,0.4241,0,0,1
2886,1638,0.419,1,1,1
2887,8521,0.4053,1,0,1
2888,3754,0.4552,1,0,1
2889,837,0.967,1,0,1
2890,8788,0.3608,1,0,1
2891,1614,0.392,1,1,1
2892,7624,0.43,1,0,1
2893,1821,0.3371,1,1,1
2894,8446,0.3873,1,1,1
2895,5575,0.4013,1,0,1
2896,845,0.418,1,1,1
2897,837,0.534,1,0,1
2898,3625,0.3642,0,1,1
2899,5575,0.5097,1,0,1
2900,7828,0.4326,1,0,1
2901,6634,0.4002,1,1,1
2902,337788,0.425,1,1,1
2903,1108,0.3,0,1,1
2904,3487,0.3285,1,0,1
2905,161753,0.391,1,1,1
2906,275,0.42,1,1,1
2907,1761,0.5044,1,0,1
2908,6055,0.355,1,1,1
2909,1430,0.535,1,1,1
2910,6583,0.454,1,0,1
2911,6427,0.399,1,1,1
2912,337788,0.42,1,0,1
2913,5332,0.498,1,1,1
2914,1768,0.486,1,1,1
2915,6583,0.5203,1,0,1
2916,8446,0.3725,1,0,1
2917,6262,0.5382,1,0,1
2918,985,0.377,1,0,1
2919,985,0.403,1,0,1
2920,1583,0.3754,1,0,1
2921,1583,0.3537,1,0,1
2922,5761,0.4817,1,1,1
2923,7924,0.4642,1,0,1
2924,808,0.5193,1,1,1
2925,5803,0.334,1,0,1
2926,337788,0.418,1,0,1
2927,3754,0.5251,1,0,1
2928,6262,0.4056,1,1,1
2929,3754,0.4892,1,0,1
2930,3292,0.5216,1,1,1
2931,6109,0.4883,1,0,1
2932,6214,0.3358,1,0,1
2933,1601,0.3824,1,1,1
2934,6109,0.4457,0,1,1
2935,3910,0.4098,1,0,1
2936,8308,0.527,1,1,1
2937,3754,0.6581,1,1,1
2938,275,0.477,1,1,1
2939,5803,0.515,0,0,1
2940,1538,0.3591,1,1,1
2941,275,0.532,1,1,1
2942,5281,0.422,1,0,1
2943,1821,0.4682,1,1,1
2944,8311,0.609,1,1,1
2945,3988,0.3877,1,0,1
2946,3580,0.423,1,0,1
2947,8521,0.5349,1,1,1
2948,845,0.42,1,0,1
2949,8788,0.3744,1,0,1
2950,810,0.6076,1,1,1
2951,1583,0.5133,1,1,1
2952,3754,0.474,1,1,1
2953,3625,0.5753,1,0,1
2954,8308,0.452,1,1,1
2955,1583,0.5326,1,1,1
2956,6253,0.501,1,1,1
2957,5731,0.527,1,1,1
2958,1583,0.4086,1,0,1
2959,1768,0.411,1,0,1
2960,7813,0.491,1,1,1
2962,1583,0.5544,1,0,1
2963,808,0.4245,1,1,1
2964,8521,0.4998,1,0,1
2965,6361,0.514,1,1,1
2966,7624,0.487,1,0,1
2968,3754,0.6755,1,1,1
2969,1582,0.4177,1,0,1
2970,1430,0.622,1,1,1
2971,3292,0.4745,1,1,1
2972,1597,0.629,0,1,1
2973,7828,0.3918,1,1,1
2974,8521,0.4881,1,0,1
2975,5803,0.364,1,1,1
2976,6634,0.4342,1,0,1
2977,916,0.4388,1,0,1
2978,833,0.5339,1,1,1
2979,6583,0.5864,1,1,1
2980,6634,0.3874,1,0,1
2981,7828,0.4161,1,0,1
2982,7624,0.534,1,1,1
2983,3580,0.438,1,1,1
2984,1583,0.3932,1,0,1
2985,837,0.77,1,1,1
2986,7840,0.391,1,0,1
2987,5575,0.4214,1,0,1
2988,6427,0.348,1,0,1
2989,5575,0.4044,1,1,1
2991,1768,0.517,1,0,1
2992,1430,0.336,1,0,1
2993,1657,0.5189,1,0,1
2994,3910,0.4358,1,1,1
2995,7840,0.498,1,0,1
2996,1538,0.4154,1,1,1
2997,3292,0.3355,0,0,1
2998,985,0.432,1,0,1
2999,8788,0.421299999,1,0,1
3000,1582,0.4384,1,0,1
3001,985,0.368,1,0,1
3002,8788,0.3863,0,1,1
3003,7828,0.5431,1,1,1
3004,5575,0.4521,1,0,1
3005,8311,0.392,1,1,1
3006,7813,0.38,1,0,1
3007,8311,0.622,1,1,1
3008,7828,0.4304,1,0,1
3009,5815,0.3936,1,0,1
3010,7624,0.422,1,0,1
3011,1538,0.4909,1,1,1
3012,5575,0.5221,1,0,1
3013,1597,0.468,1,0,1
3014,3286,0.412,1,1,1
3015,161753,0.588,1,0,1
3016,6214,0.4748,1,1,1
3017,3625,0.4344,1,0,1
3018,4222,0.3556,1,0,1
3019,6361,0.572,1,1,1
3020,5731,0.378,1,1,1
3021,837,0.57,1,0,1
3022,1638,0.617,1,1,1
3023,6427,0.435,1,0,1
3024,1507,0.3141,1,1,1
3025,1583,0.3769,1,0,1
3026,6109,0.4116,0,1,1
3027,1824,0.4318,1,0,1
3028,6583,0.4145,1,1,1
3029,7624,0.343,1,1,1
3030,1582,0.484,1,0,1
3031,1657,0.4649,1,1,1
3032,1583,0.3787,1,1,1
3033,3910,0.4281,1,0,1
3034,833,0.4859,1,0,1
3035,7756,0.3568,1,0,1
3036,337788,0.485,1,0,1
3037,7939,0.447,1,0,1
3038,8785,0.4394,1,0,1
3039,6055,0.455,1,1,1
3040,8521,0.3341,1,0,1
3041,1821,0.4178,1,0,1
3042,5731,0.46,1,1,1
3043,6055,0.431,1,1,1
3044,3286,0.297,0,1,1
3045,7768,0.4113,1,0,1
3046,8521,0.4818,1,0,1
3047,985,0.455,1,0,1
3048,1582,0.4302,1,0,1
3049,1108,0.3264,1,0,1
3050,4264,0.505,1,1,1
3051,6214,0.4258,1,1,1
3052,1824,0.5415,1,1,1
3053,3580,0.377,1,1,1
3054,7939,0.379,1,1,1
3055,6583,0.3718,1,1,1
3056,3292,0.5362,1,1,1
3057,1582,0.384,1,0,1
3058,3754,0.4904,1,0,1
3059,1821,0.3286,1,1,1
3060,337788,0.386,1,1,1
3061,3286,0.316,1,1,1
3062,1108,0.3959,1,1,1
3063,1813,0.2918,0,1,1
3064,5281,0.437,1,0,1
3065,3487,0.3507,1,0,1
3066,3292,0.5869,1,1,1
3067,5731,0.398,1,1,1
3068,6055,0.355,0,0,1
3069,1507,0.4077,0,1,1
3070,845,0.386,1,1,1
3071,808,0.4416,1,0,1
3072,6253,0.501,0,1,1
3073,1638,0.6761,1,0,1
3074,161753,0.402,0,1,1
3075,6055,0.384,1,1,1
3076,1824,0.4402,1,0,1
3077,6253,0.411,1,0,1
3078,7813,0.35,0,0,1
3079,3580,0.413,1,0,1
3080,7840,0.633,1,0,1
3081,6262,0.4389,1,0,1
3082,161753,0.533,1,1,1
3083,8026,0.561,1,1,1
3084,916,0.5916,1,1,1
3085,8311,0.412,1,1,1
3086,1597,0.451,1,0,1
3087,161753,0.441,1,0,1
3088,6583,0.3669,1,0,1
3089,6634,0.451,0,1,1
3090,6262,0.3539,1,0,1
3091,7924,0.6684,1,1,1
3092,845,0.566,1,1,1
3093,8308,0.652,1,1,1
3094,8788,0.4383,0,0,1
3095,8788,0.3637,1,1,1
3096,1761,0.4862,1,0,1
3097,6253,0.444,1,1,1
3098,985,0.414,1,1,1
3099,6055,0.348,1,1,1
3100,1768,0.382,0,1,1
3101,5731,0.511,1,1,1
3102,3625,0.4531,1,0,1
3103,3286,0.372,1,1,1
3104,3580,0.421,1,0,1
3105,7840,0.535,1,1,1
3106,6361,0.524,1,1,1
3107,7624,0.487,1,1,1
3108,1108,0.3851,1,1,1
3109,1538,0.5003,1,0,1
3110,161753,0.456,1,1,1
3111,1601,0.3535,1,0,1
3112,7768,0.3424,0,1,1
3113,1538,0.4571,1,1,1
3115,1597,0.55,1,0,1
3116,3580,0.382,1,0,1
3117,837,0.561,1,1,1
3118,6253,0.508,1,1,1
3119,837,0.483,1,0,1
3120,275,0.366,1,0,1
3121,1663,0.428,1,0,1
3122,8521,0.4828,1,0,1
3123,4222,0.4665,1,1,1
3124,837,0.4,1,1,1
3125,6361,0.503,1,0,1
3126,1761,0.4672,1,0,1
3127,1430,0.47,1,1,1
3128,1614,0.516,1,0,1
3129,5761,0.4107,1,1,1
3130,1657,0.447,1,1,1
3131,6583,0.5006,1,0,1
3132,985,0.631,1,1,1
3133,8026,0.453,1,1,1
3134,3292,0.5343,1,1,1
3135,275,0.357,1,0,1
3136,1108,0.3418,1,1,1
3137,6634,0.3842,1,0,1
3138,916,0.8582,1,0,1
3139,7828,0.3852,1,1,1
3141,3625,0.4561,1,1,1
3142,5761,0.4582,1,0,1
3143,7939,0.459,1,0,1
3144,1538,0.5391,1,0,1
3145,1430,0.335,1,0,1
3146,837,0.451,1,0,1
3147,5803,0.509,1,1,1
3148,1507,0.4903,1,0,1
3149,7756,0.4593,1,1,1
3150,1582,0.5299,1,1,1
3151,1538,0.3922,1,1,1
3152,8704,0.5,1,1,1
3153,3286,0.419,1,1,1
3154,6055,0.456,1,1,1
3155,4264,0.5651,1,1,1
3156,6427,0.523,1,1,1
3157,1813,0.3738,1,1,1
3158,6427,0.433,1,1,1
3159,8704,0.603,1,1,1
3160,1761,0.6493,1,1,1
3161,1583,0.4245,1,1,1
3162,6109,0.682,1,0,1
3163,5281,0.475,1,1,1
3164,5803,0.415,1,0,1
3165,1824,0.7011,1,0,1
3166,6427,0.394,1,1,1
3167,8308,0.456,1,0,1
3168,1761,0.5669,1,1,1
3169,1614,0.511,1,0,1
3170,5815,0.5702,1,1,1
3171,1597,0.607,1,1,1
3172,3286,0.425,1,1,1
3173,1538,0.4885,1,0,1
3174,1538,0.4951,1,1,1
3175,1582,0.4844,1,0,1
3176,837,0.532,1,0,1
3177,8446,0.4907,1,1,1
3178,8788,0.337099999,1,0,1
3179,3487,0.4437,1,0,1
3180,916,0.3713,1,0,1
3181,1538,0.5452,1,1,1
3182,3625,0.7263,1,1,1
3184,3292,0.5542,1,0,1
3185,808,0.4429,1,1,1
3186,3487,0.3577,1,1,1
3187,808,0.4434,1,0,1
3188,3487,0.424,1,1,1
3189,3625,0.5196,1,0,1
3190,833,0.5221,1,1,1
3191,7828,0.4239,1,0,1
3192,1507,0.4172,1,0,1
3193,1430,0.582,1,0,1
3194,1761,0.4845,1,1,1
3195,5731,0.393,1,1,1
3196,1824,0.4606,1,0,1
3197,7768,0.3994,1,0,1
3198,6634,0.4202,1,0,1
3199,5575,0.4559,1,0,1
3200,161753,0.485,1,1,1
3201,1663,0.383,1,1,1
3202,275,0.429,0,1,1
3203,8446,0.3206,1,1,1
3204,1663,0.577,1,1,1
3205,5815,0.6289,1,1,1
3206,1108,0.394,1,0,1
3207,5761,0.3806,1,1,1
3208,5575,0.4738,1,0,1
3209,8785,0.3724,1,0,1
3210,7828,0.3852,1,1,1
3211,5332,0.464,1,0,1
3212,1597,0.568,1,1,1
3213,7813,0.375,1,0,1
3214,985,0.337,1,1,1
3215,5803,0.421,1,0,1
3216,985,0.483,1,0,1
3217,8704,0.566,1,0,1
3218,7768,0.4081,1,0,1
3219,1614,0.408,1,0,1
3220,7768,0.6395,1,1,1
3221,8704,0.744,1,1,1
3222,3754,0.669,1,1,1
3223,8446,0.4398,1,1,1
3224,1430,0.333,0,0,1
3225,7624,0.381,1,0,1
3226,5332,0.491,1,0,1
3227,7756,0.5226,1,1,1
3228,1761,0.4067,1,1,1
3229,6055,0.381,1,0,1
3230,6055,0.419,1,0,1
3231,6262,0.5457,1,0,1
3232,4222,0.3724,1,1,1
3233,1507,0.4108,1,0,1
3234,1821,0.3817,1,1,1
3235,1657,0.3664,0,1,1
3236,3754,0.4557,1,1,1
3237,985,0.457,1,1,1
3238,8521,0.5542,1,1,1
3239,3625,0.5204,1,0,1
3240,810,0.4891,1,1,1
3241,8308,0.599,1,0,1
3242,985,0.38,1,0,1
3243,8785,0.4905,1,1,1
3244,7807,0.4195,1,1,1
3245,6214,0.4311,1,0,1
3246,3292,0.6002,1,1,1
3247,3580,0.421,0,0,1
3248,7756,0.4407,1,0,1
3249,275,0.498,1,1,1
3250,6214,0.4353,0,1,1
3251,8311,0.484,1,0,1
3252,3910,0.4257,1,1,1
3253,6634,0.4521,1,1,1
3254,5332,0.471,1,1,1
3255,7939,0.472,1,0,1
3256,3487,0.3522,1,1,1
3257,3487,0.3907,1,0,1
3258,1597,0.409,1,1,1
3259,6844,0.474,1,0,1
3260,8446,0.3557,1,0,1
3261,3625,0.4659,1,0,1
3262,1824,0.3966,1,0,1
3263,5575,0.4032,1,0,1
3264,275,0.484,1,1,1
3265,1821,0.387,1,1,1
3266,1813,0.4236,1,1,1
3267,8446,0.3734,1,0,1
3268,8026,0.417,1,0,1
3269,8704,0.556,1,1,1
3270,1813,0.4221,1,1,1
3271,1507,0.4581,1,1,1
3272,1583,0.3689,1,0,1
3273,8788,0.334200001,1,0,1
3274,7840,1.018,1,1,1
3275,808,0.5568,1,1,1
3276,808,0.4169,1,1,1
3277,6583,0.5263,1,1,1
3278,7828,0.5231,1,1,1
3279,337788,0.407,1,1,1
3280,7813,0.411,1,0,1
3281,4264,0.3265,1,1,1
3283,5731,0.448,1,0,1
3284,6427,0.517,1,1,1
3286,833,0.6449,1,1,1
3287,3910,0.3818,1,1,1
3288,3754,0.6219,1,1,1
3289,8521,0.4392,1,1,1
3290,1538,0.4455,1,0,1
3291,1538,0.367,1,0,1
