,A,tau,mu_c,mu_r,b,data_set,network_name
0,0.8096523848888677,0.5604824313751747,0.9171211556107713,0.8215651730105067,0.9484764484061313,model_data_hedge_hedge5,dmc_optimized_winsim_priors_sdr_fixed_200_818801
