,A,tau,mu_c,mu_r,b,sd_r,data_set,network_name
0,0.832308132701453,0.6287173403593191,0.9284474990907035,0.94041221812539,0.9258141848388417,0.8661872965683106,model_data_hedge_hedge2,dmc_optimized_updated_priors_sdr_estimated_200_821683
