,A,tau,mu_c,mu_r,b,sd_r,data_set,network_name
0,0.8165277603269311,0.5583154250970078,0.8893993871667417,0.8627666617275406,0.7556789814374273,0.7967255602268905,model_data_hedge_hedge4,dmc_optimized_updated_priors_sdr_estimated_200_821683
