,A,tau,mu_c,mu_r,b,data_set,network_name
0,0.8694366535806226,0.5686352811108928,0.9196222140318997,0.8396231222911089,0.9601158556983512,model_data_hedge_hedge5,dmc_optimized_updated_priors_sdr_fixed_200_821685
