,A,tau,mu_c,mu_r,b,sd_r,data_set,network_name
0,0.7783087562366497,0.536027162671901,0.9618455511727748,0.8444929984610421,0.9281739109857422,0.468144149503326,model_data_hedge_whitehead2,dmc_optimized_updated_priors_sdr_estimated_200_821683
