,A,tau,mu_c,mu_r,b,data_set,network_name
0,0.8345292221290632,0.6772233495730715,0.8994956147679014,0.38141431533218617,0.9494393411085057,model_data_hedge_hedge4,dmc_optimized_updated_priors_sdr_fixed_200_821685
