,A,tau,mu_c,mu_r,b,data_set,network_name
0,0.8264872762704198,0.6790297485163239,0.9146054316928937,0.9212401708235524,0.8689079628272394,model_data_hedge_hedge2,dmc_optimized_winsim_priors_sdr_fixed_200_818801
