,A,tau,mu_c,mu_r,b,data_set,network_name
0,0.6963580641708623,0.5028213237408443,0.9190228338197285,0.888053847226435,0.8950416395327556,model_data_hedge_whitehead2,dmc_optimized_winsim_priors_sdr_fixed_200_818801
