,A,tau,mu_c,mu_r,b,sd_r,data_set,network_name
0,0.8042030259876163,0.5817424126475023,0.9027078476062256,0.8868290284786123,0.899618649657384,0.7673992338193053,model_data_hedge_hedge5,dmc_optimized_winsim_priors_sdr_estimated_200_818802
