,A,tau,mu_c,mu_r,b,data_set,network_name
0,0.7470495186709276,0.3813596906287283,0.9207576992753096,0.8799423964858992,0.8667929738477724,model_data_hedge_whitehead3,dmc_optimized_winsim_priors_sdr_fixed_200_818801
