,A,tau,mu_c,mu_r,b,data_set,network_name
0,0.8384367383682659,0.6424120589728182,0.9318979158517838,0.8810738098897595,0.8581384028178228,model_data_hedge_hedge1,dmc_optimized_updated_priors_sdr_fixed_200_821685
