,A,tau,mu_c,mu_r,b,data_set,network_name
0,0.8566846649439047,0.30531010324444724,0.8696367571630489,0.7992938486363085,0.892535776230508,model_data_hedge_hedge3,dmc_optimized_updated_priors_sdr_fixed_200_821685
