,A,tau,mu_c,mu_r,b,data_set,network_name
0,0.7803579817752598,0.6265284407406159,0.9102976319397579,0.8443541246810314,0.8163310371925039,model_data_hedge_hedge1,dmc_optimized_winsim_priors_sdr_fixed_200_818801
