,A,tau,mu_c,mu_r,b,sd_r,data_set,network_name
0,0.7856646807001848,0.4822069691646914,0.888822500951311,0.9113387845479279,0.9172249815180672,0.6887822063197967,model_data_hedge_hedge1,dmc_optimized_winsim_priors_sdr_estimated_200_818802
