,A,tau,mu_c,mu_r,b,network_name,data_set,spacing
0,0.7123301158975056,0.42210879747389346,0.89438770952278,0.789849249903858,0.7296685099917571,dmc_optimized_winsim_priors_sdr_fixed_200_818801,empirical_study,narrow
1,0.5598687577351216,0.2487327310355274,0.8306451670538981,0.6864878858441705,0.45298452991180593,dmc_optimized_winsim_priors_sdr_fixed_200_818801,empirical_study,wide
