,A,tau,mu_c,mu_r,b,sd_r,data_set,network_name
0,0.7319772642228173,0.3814883297433228,0.9426365576778871,0.95258514655705,0.9547017267860097,0.7781999424998147,model_data_hedge_whitehead1,dmc_optimized_winsim_priors_sdr_estimated_200_818802
