,A,tau,mu_c,mu_r,b,data_set,network_name
0,0.8478788264009449,0.6044597173593873,0.9276657754147759,0.9197139662988126,0.907600086018138,model_data_hedge_hedge2,dmc_optimized_updated_priors_sdr_fixed_200_821685
