,A,tau,mu_c,mu_r,b,sd_r,data_set,network_name
0,0.8655524373873001,0.6880373907874423,0.912923549569665,0.9131486694322621,0.9200272680667388,0.8268760137738514,model_data_hedge_hedge5,dmc_optimized_updated_priors_sdr_estimated_200_821683
