,A,tau,mu_c,mu_r,b,sd_r,data_set,network_name
0,0.839201860024858,0.4492060257276174,0.8767381308708697,0.8771029780930674,0.9025708559471122,0.7734192528593751,model_data_hedge_hedge3,dmc_optimized_updated_priors_sdr_estimated_200_821683
