,A,tau,mu_c,mu_r,b,data_set,network_name
0,0.8200485373739438,0.5664129815669589,0.8438589442333986,0.7261651986993227,0.8646373417216711,model_data_hedge_hedge3,dmc_optimized_winsim_priors_sdr_fixed_200_818801
