,A,tau,mu_c,mu_r,b,sd_r,data_set,network_name
0,0.6884099946703789,0.44301866955797947,0.9601644069308272,0.9587699779528704,0.9401644174800814,0.7846187646672578,model_data_hedge_whitehead1,dmc_optimized_updated_priors_sdr_estimated_200_821683
