,A,tau,mu_c,mu_r,b,sd_r,data_set,network_name
0,0.8512546177377263,0.6143141344777263,0.8984052227385343,0.9211419154775385,0.9256741250016945,0.7337879981401944,model_data_hedge_hedge1,dmc_optimized_updated_priors_sdr_estimated_200_821683
