,A,tau,mu_c,mu_r,b,sd_r,data_set,network_name
0,0.7309322992116929,0.1816901556325558,0.9228241271374756,0.8847130946840034,0.9275046367543552,0.7142672613635217,model_data_hedge_whitehead3,dmc_optimized_winsim_priors_sdr_estimated_200_818802
