,A,tau,mu_c,mu_r,b,data_set,network_name
0,0.9910479667936763,0.2960853670523682,0.9793901373213555,0.6131153828084149,0.9261070322107944,model_data_hedge_whitehead2,dmc_optimized_updated_priors_sdr_fixed_200_821685
