,A,tau,mu_c,mu_r,b,sd_r,data_set,network_name
0,0.6995443041260597,0.4262336611922432,0.8176513005594599,0.8530905426145039,0.7426851479821369,0.7409088005370462,model_data_hedge_hedge4,dmc_optimized_winsim_priors_sdr_estimated_200_818802
