,A,tau,mu_c,mu_r,b,data_set,network_name
0,0.7615603858091223,0.5200979352399336,0.9470655515573891,0.953959684764628,0.8858594034701288,model_data_hedge_whitehead1,dmc_optimized_winsim_priors_sdr_fixed_200_818801
