,A,tau,mu_c,mu_r,b,sd_r,data_set,network_name
0,0.7879629416458835,0.4748881680956769,0.9233674238418756,0.9273305401824752,0.9031300248974363,0.854938868650457,model_data_hedge_hedge2,dmc_optimized_winsim_priors_sdr_estimated_200_818802
