,A,tau,mu_c,mu_r,b,sd_r,data_set,network_name
0,0.8359899802222976,0.44633880566572437,0.8706749696207324,0.881831046189908,0.8682606602410695,0.6611527856381485,model_data_hedge_hedge3,dmc_optimized_winsim_priors_sdr_estimated_200_818802
