,A,tau,mu_c,mu_r,b,data_set,network_name
0,0.37853648977121873,0.3554079824692001,0.9375734691938784,0.7581485566171463,0.7876897063110225,model_data_hedge_whitehead3,dmc_optimized_updated_priors_sdr_fixed_200_821685
