,A,tau,mu_c,mu_r,b,data_set,network_name
0,0.44476353294360027,0.4991446110569229,0.9499002142438461,0.8847636712127862,0.8473202364543239,model_data_hedge_whitehead1,dmc_optimized_updated_priors_sdr_fixed_200_821685
