,A,tau,mu_c,mu_r,b,sd_r,network_name,data_set,spacing
0,0.6462967071737671,0.1598932779099013,0.899124112938035,0.8642113470177243,0.8568988162182855,0.6906415825671371,dmc_optimized_winsim_priors_sdr_estimated_200_818802,empirical_study,narrow
1,0.401830075655839,0.17756690735481234,0.8555638746297283,0.8052225251321528,0.6569019509471431,0.6587031276022176,dmc_optimized_winsim_priors_sdr_estimated_200_818802,empirical_study,wide
