,A,tau,mu_c,mu_r,b,sd_r,data_set,network_name
0,0.6364364940334521,0.3491794809015753,0.9469104027144587,0.9143591107066544,0.9191331432825469,0.7169728591694566,model_data_hedge_whitehead3,dmc_optimized_updated_priors_sdr_estimated_200_821683
