,A,tau,mu_c,mu_r,b,data_set,network_name
0,0.789386728238779,0.7265895584475943,0.8967087845508355,0.3694273343930702,0.947889867444073,model_data_hedge_hedge4,dmc_optimized_winsim_priors_sdr_fixed_200_818801
