,A,tau,mu_c,mu_r,b,sd_r,data_set,network_name
0,0.43230300326372456,0.9801276094204977,0.985358858191441,0.9803835844284523,0.9716037044547748,0.9180260505671856,model_data_hedge_whitehead2,dmc_optimized_winsim_priors_sdr_estimated_200_818802
